100 Block Address,Offense ID,Longitude,Latitude
AIRPORT WAY S / S NEBRASKA ST,1,-122.31720777,47.5495561
SW HENDERSON ST / 12TH AVE SW,2,-122.350621631,47.52283731
48XX BLOCK OF NE 74TH ST,4,-122.276013757,47.6823122625
7XX BLOCK OF N 70TH ST,24,-122.348587682916667,47.67959898
45XX BLOCK OF SW ADMIRAL WAY,31,-122.38992793,47.58119753
2XX BLOCK OF 14TH AVE,9,-122.314186845555556,47.60393136
NE PACIFIC ST / 2ND AVE NE,2,-122.326838166,47.65447405
42XX BLOCK OF 2ND AVE NW,17,-122.358392779,47.65835925
96XX BLOCK OF FREMONT AVE N,17,-122.350013695176471,47.69918201
32XX BLOCK OF NW 80TH ST,4,-122.398718409,47.68674055
95XX BLOCK OF SAND POINT WAY NE,25,-122.27774357644,47.6983447284
65XX BLOCK OF 25TH AVE SW,14,-122.364945045,47.54282547
7XX BLOCK OF 1ST AVE,795,-122.334607816744654,47.60291195
E UNION ST / BROADWAY,4,-122.32076238,47.61296336
EASTLAKE AVE E / E BLAINE ST,12,-122.32521591,47.63486592
10TH AVE SW / SW BARTON ST,1,-122.347991515,47.52098543
7 AV / AURORA AV,2,-122.34337245,47.61855321
BELMONT AVE / E UNION ST,4,-122.324443996,47.61298697
34XX BLOCK OF S MOUNT BAKER BLVD,19,-122.288976865736842,47.577481391052632
52XX BLOCK OF TALLMAN AVE NW,4,-122.37963144375,47.6668954
WOODLAWN AVE N / N 49TH ST,2,-122.339133163,47.66429198
8XX BLOCK OF E ROY ST,37,-122.321866285297297,47.625117374054054
23XX BLOCK OF 24TH AVE S,38,-122.301660244236842,47.582032763947368
11XX BLOCK OF E YESLER WAY,1,-122.317302525,47.60169427
W BERTONA ST / 10TH AVE W,1,-122.370148004,47.65048541
72XX BLOCK SAND POINT WAY NE,1,-122.263646939,47.68074482
27XX BLOCK OF NE 45TH ST,548,-122.297222337928832,47.66124046
16TH AVE E / E HARRISON ST,1,-122.311357444,47.62208142
95XX BLOCK OF HOLMAN RD NW,3,-122.369394072,47.69800894
MELROSE AVE E / E JOHN ST,2,-122.327854437,47.61958061
E OLIVE ST / 38TH AVE,1,-122.285240571,47.61646214
41XX BLOCK OF 47TH AVE SW,19,-122.392139473526316,47.56569739
31ST AVE NE / NE 113TH ST,2,-122.294832386,47.71019625
10TH AVE S / S DONOVAN ST,1,-122.320298113,47.52560761
54XX BLOCK OF 31ST AVE S,7,-122.292678831,47.55320999
19XX BLOCK OF YALE AVE E,26,-122.327116649,47.63656019
9XX BLOCK OF 6TH AVE N,48,-122.344937685333333,47.62758727
36TH AVE SW / SW STEVENS ST,3,-122.377032606,47.57742475
39XX BLOCK OF S ORCAS ST,61,-122.282110927852459,47.55120381
10TH AVE S / S WELLER ST,231,-122.319644564311688,47.59750945
MAGNOLIA BLVD W / W EMERSON ST,2,-122.412116571,47.65409671
EARL AVE NW / NW 65TH ST,1,-122.391836272,47.67591484
LAKE CITY WAY NE / NE 100TH ST,4,-122.302552023,47.7011716
67XX BLOCK 5TH AVE NW,1,-122.362501867,47.67866588
55XX BLOCK OF SW SPOKANE ST,6,-122.40328923,47.57219841
21ST AVE S / S SPOKANE ST,4,-122.304448717,47.57192292
45XX BLOCK OF NE 94TH ST,9,-122.278948395,47.69657548
11XX BLOCK OF E JEFFERSON ST,18,-122.317445512,47.6062045
NE 125TH ST / RIVIERA PL NE,2,-122.279371365,47.71906148
113XX BLOCK 1ST AVE NE,1,-122.32861702,47.71021572
30XX BLOCK OF NW 93RD ST,6,-122.396394632,47.69641883
50XX BLOCK OF 54TH AVE S,3,-122.265661788,47.55726048
120XX BLOCK OF STONE AVE N,2,-122.342201347,47.71662683
46XX BLOCK OF SW MAPLE WAY,8,-122.392131768,47.54128591
HIGHLAND PARK WAY SW / WEST MARGINAL WAY SW,4,-122.3421813895,47.54035298
32XX BLOCK OF 7TH AVE W,2,-122.366256727,47.64914429
SAND POINT WAY NE / NE 52ND ST,4,-122.280845733,47.66680988
57XX BLOCK OF WILSON AVE S,42,-122.265086564857143,47.550416984761905
12XX BLOCK OF BIGELOW AVE N,24,-122.350183503083333,47.63044249
31XX BLOCK OF 27TH AVE S,9,-122.298265711333333,47.57548208
22XX BLOCK OF E THOMAS ST,12,-122.303040450583333,47.62137823
41XX BLOCK OF NE 41ST ST,4,-122.28335261,47.65841751
3XX BLOCK OF S LANDER ST,4,-122.32952238875,47.5798096
30XX BLOCK OF SW 109TH ST,7,-122.371780728,47.50537158
3XX BLOCK OF NE 85TH ST,4,-122.32500985775,47.69041268
S SPOKANE ST / 2ND AVE S,18,-122.332002941777778,47.571423917222222
16XX BLOCK OF S BENNETT ST,11,-122.311440863363636,47.554749092727273
44XX BLOCK OF 33RD AVE W,1,-122.399448,47.66115052
42XX BLOCK OF NE 115TH ST,2,-122.282480208,47.71226615
28TH AVE NW / NW 57TH ST,9,-122.392874135,47.67019182
14XX BLOCK OF N 39TH ST,6,-122.340754435666667,47.65411543
15TH AVE NE / NE RAVENNA BLVD,8,-122.311895827,47.67072083
17XX BLOCK OF TAYLOR AVE N,73,-122.34670848820548,47.634345701917808
DRAVUS ST / NICKERSON ST,2,-122.355244681,47.6486571
32XX BLOCK OF 42ND AVE SW,20,-122.38566850825,47.57439746
PREFONTAINE PL S / 4TH AVE S,9,-122.328962551,47.60087544
88XX BLOCK OF CORLISS AVE N,13,-122.331084264,47.692715520769231
2XX BLOCK OF N 73RD ST,10,-122.355851588,47.68180394
98XX BLOCK OF RENTON AVE S,24,-122.263155266791667,47.51259997
34XX BLOCK OF 13TH AVE W,28,-122.373589980071429,47.65125911
21XX BLOCK OF N 66TH ST,2,-122.331591748,47.67732054
N 137TH ST / MERIDIAN AVE N,7,-122.334216178,47.72867179
S IRVING ST / 35TH AVE S,5,-122.287953076,47.59111823
10XX BLOCK OF N 47TH ST,19,-122.345325078105263,47.662866940526316
N 42ND ST / MIDVALE AVE N,6,-122.343550908,47.65802151
4XX BLOCK OF ALASKAN WAY S,83,-122.335907656253012,47.59872398
E SHELBY ST / BOYLSTON AVE E,1,-122.323402282,47.64699203
67XX BLOCK OF 25TH AVE SW,8,-122.364945045,47.54282547
13XX BLOCK OF EASTLAKE AVE E,1,-122.326641285,47.6313418
S EDMUNDS ST / RAINIER AVE S,52,-122.285443167,47.55865579
NE 43RD ST / UNIVERSITY WAY NE,79,-122.313168339,47.65979512
11TH AVE NE / NE 105TH ST,1,-122.3160147,47.70490813
11XX BLOCK OF MARTIN LUTHER KING JR WAY S,18,-122.297812386777778,47.592904626666667
23XX BLOCK OF N 44TH ST,12,-122.330774244,47.66028368
S LANDER ST / 4TH AVE S,3,-122.329056503,47.57980945
25XX BLOCK OF S MCCLELLAN ST,4,-122.2997784015,47.57835047
46XX BLOCK OF 47TH AVE S,16,-122.274474286,47.5611597
141XX BLOCK OF TUKWILA INTL BLVD,1,-122.283607346,47.47712806
INTERLAKE AVE N / N 35TH ST,9,-122.341389842888889,47.64922599
139XX BLOCK OF 4TH AVE NE,10,-122.3252879927,47.729426792
40XX BLOCK OF SW GENESEE ST,1,-122.383472357,47.56468238
41XX BLOCK OF SW GRAHAM ST,18,-122.385084057833333,47.54665489
E TERRACE ST / 23RD AVE,9,-122.302621293,47.60509739
SW DAWSON ST / 42ND AVE SW,8,-122.385473290125,47.5556822
14XX BLOCK OF N 45TH ST,132,-122.339909531287879,47.66138572
38XX BLOCK OF W CRAMER ST,2,-122.408744654,47.66775928
60XX BLOCK OF 34TH AVE NE,28,-122.291144059571429,47.67306537
2ND AVE N / FULTON ST,2,-122.353430388,47.64561722
98XX BLOCK OF 31ST AVE SW,18,-122.371942055222222,47.514882739444444
11XX BLOCK OF 39TH AVE E,10,-122.2827286456,47.629155012
28XX BLOCK OF E MARION ST,13,-122.295591409,47.61000924
48XX BLOCK OF 39TH AVE S,4,-122.2834682725,47.55865053
S OREGON ST / 34TH AVE S,1,-122.290117095,47.562827
19XX BLOCK OF S JACKSON PL,2,-122.307663617,47.59879317
11XX BLOCK OF NW 75TH ST,12,-122.370933918,47.68325311
40TH AVE NE / NE 92ND ST,1,-122.28529311,47.69524739
E HAMLIN ST / 10TH AVE E,1,-122.319589976,47.64561772
40XX BLOCK OF SW STEVENS ST,4,-122.38341707775,47.5770312825
88XX BLOCK OF 5TH AVE S,6,-122.328233782,47.524350853333333
53XX BLOCK OF KEYSTONE PL N,13,-122.331885524769231,47.667001621538462
34XX BLOCK OF SW 102ND ST,6,-122.375571851,47.51188499
21XX BLOCK OF E FIR ST,25,-122.3043862688,47.60267113
84XX BLOCK OF 46TH AVE S,63,-122.274665158587302,47.527025291904762
21ST AVE SW / SW HENDERSON ST,4,-122.360493709,47.52286065
23XX BLOCK OF NE 130TH ST,21,-122.30390721,47.72295352
36XX BLOCK OF EVANSTON AVE N,85,-122.351287648094118,47.65281337
59XX BLOCK OF 37TH AVE S,340,-122.286264517964706,47.548896989882353
19XX BLOCK OF 9TH AVE W,30,-122.369003560166667,47.636856600333333
67XX BLOCK OF JONES AVE NW,15,-122.3864363294,47.678604301333333
LAKEVIEW BLVD E / E HIGHLAND DR,6,-122.324358701,47.63087735
RENTON AVE S / S CAMANO PL,4,-122.277455133,47.52743886
60XX BLOCK OF 24TH AVE NW,34,-122.387586848176471,47.67273834
29XX BLOCK OF SW ROXBURY ST,1,-122.370028727,47.51741003
E YESLER WAY / 20TH AVE S,5,-122.306351803,47.60167384
26XX BLOCK OF S DEARBORN ST,152,-122.298174675105263,47.59553494993421
15XX BLOCK OF S STEVENS ST,4,-122.312714464,47.576866
87XX BLOCK OF JONES AVE NW,8,-122.38672119925,47.69276714375
22XX BLOCK OF ELLIOTT AVE,114,-122.347255245807018,47.611776412017544
20XX BLOCK OF E FIR ST,21,-122.305694254809524,47.60267285
1ST AVE S / S DAKOTA ST,9,-122.334206536,47.56730967
NE 78TH ST / LAKE CITY WAY NE,5,-122.315017287,47.68536609
NE 78TH ST / 11TH AVE NE,3,-122.316258007,47.68528529
RENTON AVE S / S FINDLAY ST,1,-122.285267315,47.5519695
7XX BLOCK OF NW 100TH PL,24,-122.364619641375,47.70207813
W ARMOUR ST / 12TH AVE W,1,-122.37203958,47.64520472
18TH AVE NE / NE 52ND ST,1,-122.308303178,47.66640222
14XX BLOCK OF SUMMIT AVE,147,-122.325509968265306,47.61353453
STONE AVE N / N 88TH ST,9,-122.341315485,47.69235702
27XX BLOCK OF 7TH PL S,1,-122.323667541,47.57876638
E JAMES ST / 33RD AVE,3,-122.290497441333333,47.60680051
24XX BLOCK OF NE 70TH ST,3,-122.301201926,47.67940887
25XX BLOCK OF S HOLGATE ST,9,-122.299662200777778,47.58631348
54XX BLOCK OF 21ST AVE NE,17,-122.305472364941176,47.66835318
2XX BLOCK OF E HOWE ST,10,-122.324583485,47.635873305
E HARRISON ST / 36TH AVE E,1,-122.287146934,47.62252025
40XX BLOCK OF NE 125TH ST,6,-122.284719882166667,47.719217186666667
WEEDIN PL NE / NE 69TH ST,1,-122.322064012,47.67879045
4XX BLOCK BROADWAY,1,-122.32074919,47.60571969
78XX BLOCK OF 14TH AVE NE,4,-122.313356677,47.68577623
PHINNEY AVE N / N 54TH ST,4,-122.354415544,47.66775217
35XX BLOCK OF INTERLAKE AVE N,24,-122.341381502208333,47.649874320416667
95XX BLOCK OF INTERLAKE AVE N,132,-122.340818566545454,47.6987012
BROADWAY / E HOWELL ST,1,-122.320835832,47.61757129
74XX BLOCK OF E GREEN LAKE DR N,86,-122.328599077081395,47.682298294534884
NE 73RD ST / 23RD AVE NE,2,-122.302865646,47.68122854
15XX BLOCK OF N 38TH ST,15,-122.339673801466667,47.652686754
BURKE GILMAN TRAIL / 30TH AVE NE,2,-122.295617868,47.66444733
15XX BLOCK OF BELMONT AVE,255,-122.324465313862745,47.614659732117647
23RD AVE S / S LANE ST,1,-122.302225554,47.59647665
41XX BLOCK OF SW RAYMOND ST,4,-122.3850321065,47.54846408
4XX BLOCK OF NE N LAKE WAY,1,-122.324059137,47.65389399
79XX BLOCK OF LAKE CITY WAY NE,1,-122.314253761,47.68606261
1XX BLOCK OF NE 46TH ST,4,-122.327741596,47.66260612
NE 57TH ST / 38TH AVE NE,1,-122.286876653,47.67031912
67XX BLOCK OF E MARGINAL WAY S,86,-122.326954805534884,47.54233364744186
4XX BLOCK OF N 34TH ST,126,-122.352907416222222,47.650112541111111
9XX BLOCK OF 3RD AVE W,20,-122.36060844335,47.62723178
46TH AVE SW / SW BRACE POINT DR,1,-122.39177626,47.51974332
71XX BLOCK OF 38TH AVE S,151,-122.284725585701987,47.537957659006622
3XX BLOCK OF N 74TH ST,18,-122.353941281,47.68255555
14TH AVE W / W BOSTON ST,2,-122.375000669,47.63863517
79XX BLOCK OF FREMONT AVE N,4,-122.34990301025,47.68657803
82XX BLOCK OF 15TH AVE NE,31,-122.31221244,47.68942459
12XX BLOCK OF BRADNER PL S,4,-122.29605975325,47.5923334075
NE 92ND ST / 23RD AVE NE,3,-122.30417675,47.69573997
11XX BLOCK OF 16TH AVE,163,-122.311476526478528,47.61222607
17XX BLOCK OF 32ND AVE,15,-122.291302415,47.61702544
S FERDINAND ST / 24TH AVE S,2,-122.302620668,47.55824222
E UNION ST / SUMMIT AVE,2,-122.325458247,47.61298896
81XX BLOCK OF 8TH AVE SW,35,-122.345488205,47.52920389
92XX BLOCK OF 11TH AVE SW,39,-122.349259272102564,47.52007974
ALASKAN WAY VI NB / S ROYAL BROUGHAM WAY,8,-122.335868682,47.59239502
BIGELOW AVE N / BOSTON ST,5,-122.3483048786,47.63825595
95XX BLOCK OF 57TH AVE S,1,-122.261654614,47.51789865
3RD AVE W / W HOWE ST,4,-122.360977133,47.63595552
NE 91ST ST / 2ND AVE NE,2,-122.327081043,47.69498688
BROOKLYN AVE NE / NE 52ND ST,33,-122.314186591,47.66644343
40TH AVE NE / NE 85TH ST,1,-122.285336686,47.69018528
47XX BLOCK OF 7TH AVE NE,84,-122.320708973535714,47.664090571904762
54XX BLOCK OF 1ST AVE NE,14,-122.328267256,47.668276160714286
10XX BLOCK OF NE 52ND ST,4,-122.316851119,47.66643859
10TH AVE E / E LYNN ST,12,-122.320062873,47.63954711
28XX BLOCK OF S OTHELLO ST,36,-122.294788288611111,47.536666869444444
N ALLEN PL / WOODLAND PARK AVE N,1,-122.34456732,47.66061817
73XX BLOCK OF 6TH AVE NW,6,-122.363333015666667,47.68215679
125XX BLOCK OF 2ND AVE NE,5,-122.327496311,47.71996797
4XX BLOCK OF 9TH AVE N,98,-122.339755754040816,47.62263009
18XX BLOCK OF 4TH AVE S,1,-122.329056825,47.58719857
NE WINDERMERE RD / SAND POINT WAY NE,3,-122.271083079,47.66996484
5TH AVE S / S DEARBORN ST,18,-122.3276833575,47.59579405
60XX BLOCK OF 6TH AVE NE,49,-122.322286127693878,47.673293109387755
85XX BLOCK OF 16TH AVE NW,65,-122.377885964092308,47.691516140923077
113XX BLOCK OF 25TH AVE NE,43,-122.301732457023256,47.7115236
1ST AVE W / W THOMAS ST,36,-122.358044565,47.62094629
8XX BLOCK OF NW 100TH ST,4,-122.368067104,47.70151937
25TH AVE S / S CHARLES ST,4,-122.300112661,47.59458272
40XX BLOCK OF 32ND AVE SW,28,-122.372917421142857,47.566463819642857
39XX BLOCK OF EASTERN AVE N,23,-122.329059445173913,47.654921620434783
68XX BLOCK OF 42ND AVE S,14,-122.280814223714286,47.541106999285714
S BRANDON ST / 42ND AVE S,6,-122.280752645,47.55341016
8XX BLOCK OF W CROCKETT ST,32,-122.36832145625,47.63775916
96XX BLOCK OF 17TH AVE SW,2,-122.356500509,47.51644634
30XX BLOCK OF 37TH AVE W,19,-122.404673751,47.64772142
76XX BLOCK OF E GREEN LAKE DR N,39,-122.334048210897436,47.683461029230769
11XX BLOCK OF 24TH AVE E,7,-122.301657125142857,47.629769197142857
33XX BLOCK OF CLAREMONT AVE S,48,-122.295568671791667,47.573022320625
1XX BLOCK OF MAIDEN LN E,1,-122.284285856,47.61857952
SW CAMBRIDGE ST / 16TH AVE SW,16,-122.3551446459375,47.51919567
19TH AVE SW / SW CHARLESTOWN ST,1,-122.358221732,47.57012086
123XX BLOCK OF 9TH AVE NW,1,-122.367696723,47.71876603
10XX BLOCK OF HOWELL ST,4,-122.33186161525,47.6158298975
I5 / UNION ST,1,-122.331576156,47.6112673
5XX BLOCK OF WARREN AVE N,72,-122.354103758736111,47.623921123333333
53XX BLOCK OF RAVENNA PL NE,39,-122.302374686128205,47.667536755897436
NE 65TH ST / 8TH AVE NE,84,-122.320053091,47.6758521
62XX BLOCK OF SW ADMIRAL WAY,5,-122.412697629,47.57593312
16TH AVE NE / NE 52ND ST,24,-122.310777955,47.66641985
S WASHINGTON ST / 26TH AVE S,9,-122.298931188555556,47.60086584
E MERCER ST / BELMONT AVE E,13,-122.324037324076923,47.62429268
6XX BLOCK OF NW 137TH ST,11,-122.363739304,47.728712089090909
11XX BLOCK OF E OLIVE ST,103,-122.317525564572816,47.6164273
4XX BLOCK OF W PROSPECT ST,14,-122.362492540714286,47.628734381428571
ASHWORTH AVE N / N 90TH ST,1,-122.339174892,47.69415522
40XX BLOCK OF SW 106TH ST,14,-122.383595796,47.50825707
E WARD ST / TURNER WAY E,1,-122.302377107,47.62743465
75XX BLOCK OF BROOKLYN AVE NE,26,-122.31424144,47.68397848
ALASKAN E ROADWAY WY / COLUMBIA ST,1,-122.336756598,47.6025068
12XX BLOCK OF E DENNY WAY,22,-122.316257183363636,47.61877327
28XX BLOCK OF E UNION ST,5,-122.2955468032,47.61295315
8XX BLOCK OF TERRY AVE N,82,-122.337120033890244,47.625977689268293
32ND AVE NW / NW 54TH ST,5,-122.398313609,47.66753996
AURORA AVE N / BROAD ST,4,-122.343661623,47.62376468
34XX BLOCK OF 37TH AVE W,17,-122.404675301176471,47.651196493529412
60XX BLOCK OF AURORA AVE N,36,-122.347251276277778,47.67279391
65XX BLOCK OF RAVENNA AVE NE,55,-122.303835679890909,47.67669871
N 88TH ST / LINDEN AVE N,6,-122.347227859,47.69274542
105XX BLOCK OF 19TH AVE NE,10,-122.307285972,47.70572142
25TH AVE S / S RAYMOND ST,1,-122.29988151,47.54862712
PONTIUS AVE N / HARRISON ST,32,-122.331711344,47.62196812
10XX BLOCK OF BELMONT PL E,16,-122.324223846,47.6284277225
JOHN ST / 2ND AVE N,2,-122.352830307,47.61975872
3XX BLOCK OF N 142ND ST,2,-122.352380371,47.73157824
23XX BLOCK OF S JUDKINS ST,9,-122.301895980666667,47.5918939
39XX BLOCK OF SW THISTLE ST,1,-122.382452932,47.52842189
58TH AVE NE / NE 65TH ST,1,-122.267016112,47.67573949
S MAIN ST / 12TH AVE S,3,-122.31722978,47.60001456
45XX BLOCK OF UNION BAY PL NE,52,-122.294113034,47.6625502
6XX BLOCK OF NW 126TH PL,4,-122.36400502,47.7203948
NW 68TH ST / 28TH AVE NW,1,-122.392967522,47.67804579
2600 BLOCK E MONTLAKE PL E,1,-122.303437572,47.64342883
1XX BLOCK OF S TRENTON ST,1,-122.332313765,47.52453483
83XX BLOCK OF 14TH AVE NW,65,-122.374100884276923,47.68967676
8XX BLOCK OF N 115TH ST,2,-122.348765596,47.7123293
E YESLER WAY / 23RD AVE,49,-122.302338807857143,47.6016673
53RD AVE SW / HOBART AVE SW,1,-122.399832058,47.58260788
9XX BLOCK OF LAKESIDE AVE S,22,-122.2878334285,47.59402458
LINDEN AVE N / N 91ST ST,5,-122.347268556,47.69491809
S ROXBURY ST / WATERS AVE S,1,-122.258231227,47.51671113
SW GRAYSON ST / BELVIDERE AVE SW,1,-122.379140381,47.58182811
55XX BLOCK OF M L KING JR WAY S,3,-122.288580244333333,47.552284016666667
TERRY AVE N / MERCER ST,14,-122.337131532,47.62454774
36TH AVE / E SPRING ST,1,-122.287143756,47.61160717
64XX BLOCK OF SW ADMIRAL WAY,7,-122.415306375,47.57596822
NE 45TH ST / UNION BAY PL NE,8,-122.292863525,47.6612433
3XX BLOCK OF E DENNY WAY,2,-122.327289757,47.6184947
21XX BLOCK OF 5TH AVE,300,-122.341124279126667,47.61488028
26TH AVE SW / SW WEBSTER ST,1,-122.366454931,47.53552856
LINDEN AVE N / N 59TH ST,1,-122.348498964,47.67172787
ALASKAN WAY VI SB / MARION ST,1,-122.337545856,47.60316267
86XX BLOCK OF JONES AVE NW,2,-122.386841657,47.69147415
36XX BLOCK OF NE 84TH ST,1,-122.289032025,47.68946582
MCGRAW ST / WARREN AVE N,2,-122.354413955,47.63995086
42ND AVE S / S OTHELLO ST,1,-122.280735292,47.53704901
16XX BLOCK OF BIGELOW AVE N,30,-122.3483425602,47.63401029
8 AV / HUBBELL PL,9,-122.330745166,47.61043096
S FOREST ST / 15TH AVE S,4,-122.313359868,47.57775318
S DEARBORN ST / 10TH AVE S,221,-122.319215448873303,47.59582498
79XX BLOCK OF 3RD AVE NW,12,-122.360650356166667,47.68657072
3RD AVE N / FLORENTIA ST,3,-122.351353109,47.64688458
4TH AVE N / BROAD ST,1,-122.348858935,47.61974391
12TH AVE NE / NE 47TH ST,5,-122.315262725,47.66310579
NE 125TH ST / 28TH AVE NE,21,-122.297803222,47.71929175
1XX BLOCK OF DEXTER AVE N,140,-122.342396777228571,47.619134881071429
NW CARKEEK PARK RD / 9TH AVE NW,1,-122.36744135,47.71154216
DENNY WAY / BELL ST,5,-122.339832352,47.61854012
57TH AVE S / S NORFOLK ST,1,-122.262050453,47.51331397
79XX BLOCK OF AURORA AVE N,60,-122.34450137405,47.68658392
I5 NB COLLECTOR / S DEARBORN ST OFF RP,2,-122.319853956,47.5945358
CORLISS AVE N / N 45TH ST,1,-122.331355595,47.66137501
25XX BLOCK OF NW 85TH ST,5,-122.389291755,47.6905744
34XX BLOCK OF S HOLLY ST,1,-122.288782457,47.5424859
VIEWMONT WAY W / 36TH AVE W,1,-122.403725217,47.63781352
94XX BLOCK OF SAND POINT WAY NE,5,-122.277155102,47.69675812
38TH AVE SW / FAUNTLEROY WAY SW,7,-122.380092719,47.56225703
W BARRETT ST / 16TH AVE W,1,-122.377491426,47.64659431
64XX BLOCK OF FLORA AVE S,99,-122.319791690777778,47.54487245010101
N 54TH ST / WOODLAWN AVE N,2,-122.338479837,47.66794441
9XX BLOCK OF SW TRENTON ST,5,-122.347373031,47.52464831
62XX BLOCK OF 46TH AVE S,16,-122.275376864625,47.546490559375
51XX BLOCK OF PHINNEY AVE N,17,-122.354428151117647,47.66605404
N 61ST ST / FREMONT AVE N,2,-122.349949954,47.67315915
15XX BLOCK OF 24TH AVE E,6,-122.301602428,47.63293642
1XX BLOCK OF MINOR AVE N,13,-122.332976401923077,47.61908756
6XX BLOCK OF 7TH AVE S,76,-122.323758535605263,47.59709154
64XX BLOCK OF 11TH AVE NW,2,-122.371395578,47.675618
16XX BLOCK OF N 54TH ST,25,-122.33743305124,47.6679439704
8XX BLOCK OF ALASKAN WAY S,15,-122.335990208,47.594676921333333
44XX BLOCK OF NE 60TH ST,16,-122.280165294,47.67214755
25XX BLOCK OF 32ND AVE W,142,-122.3983098085,47.642126033169014
45XX BLOCK OF EASTERN AVE N,31,-122.328964163258064,47.66198736
30XX BLOCK OF 45TH AVE SW,32,-122.3893934725625,47.5765293625
15XX BLOCK OF E OLIN PL,20,-122.312715589,47.6353896
POST AL / UNION ST,5,-122.339656301,47.60759982
115XX BLOCK OF ROOSEVELT WAY NE,22,-122.317936846909091,47.71310585
34XX BLOCK OF NW 66TH ST,5,-122.401591892,47.67653231
BROAD ST / WESTLAKE AV N,3,-122.338635646333333,47.62579455
22XX BLOCK OF AURORA AVE N,35,-122.345685797857143,47.63935423
20XX BLOCK OF 8TH AVE N,34,-122.341554841,47.63733635
45XX BLOCK OF SW HANFORD ST,3,-122.390451618,47.57566399
S JACKSON PL / 18TH AVE S,3,-122.308968931,47.59879443
18XX BLOCK OF N 130TH ST,1,-122.336883416,47.72320889
8TH AVE S / S JACKSON ST,2,-122.322444693,47.59918613
82XX BLOCK OF 3RD AVE NW,6,-122.360648776,47.68874962
108XX BLOCK OF 11TH AVE NE,19,-122.316180789,47.70786905
14XX BLOCK OF 30TH AVE S,4,-122.293467109,47.58987916
9XX BLOCK OF NW 45TH ST,1148,-122.369692489043554,47.661468170069686
7TH AVE S / S DONOVAN ST,3,-122.325600946,47.52562348
2 AV / S MAIN ST,4,-122.3303434275,47.59999057
S HILL ST / AIRPORT WAY S,7,-122.321394323,47.58457169
48TH AVE SW / SW FINDLAY ST,1,-122.393700057,47.55219047
21ST AVE NE / NE 65TH ST,4,-122.305468911,47.67577759
95XX BLOCK OF 16TH AVE SW,3,-122.355154774,47.51827803
29XX BLOCK RAINIER AVE S,1,-122.297075946,47.57694241
27XX BLOCK OF 6TH PL S,9,-122.325207467,47.57876683
114XX BLOCK OF CORNELL AVE S,41,-122.24141417595122,47.50055992
8XX BLOCK SW TRENTON ST,1,-122.345780215,47.52463558
75XX BLOCK OF 10TH AVE NW,45,-122.369366383222222,47.68417323
37XX BLOCK OF 42ND AVE S,15,-122.280730889,47.57019913
S HINDS ST / CHEASTY BLVD S,1,-122.300169996,47.57307686
47XX BLOCK OF WOODLAND PARK AVE N,4,-122.34455208,47.66322884
137XX BLOCK OF LINDEN AVE N,206,-122.347734240466019,47.728574195679612
124XX BLOCK OF 28TH AVE NE,1,-122.297922207,47.71837464
JAMES ST / 6TH AVE,2,-122.328078574,47.60416124
E PINE ST / BELLEVUE,1,-122.326804183,47.61521815
GREENWOOD AVE N / N 137TH ST,1,-122.355558247,47.72874097
BOYLSTON AVE / E PIKE ST,2,-122.323401481,47.61407001
97XX BLOCK OF 46TH AVE NE,21,-122.278930352,47.70023098
NW 44TH ST / 2ND AVE NW,2,-122.358379603,47.66021558
23XX BLOCK OF HOBART AVE SW,14,-122.399506355714286,47.583066973571429
12XX BLOCK OF E PROSPECT ST,2,-122.316223889,47.62842876
66XX BLOCK OF NE WINDERMERE RD,39,-122.25498105248718,47.673372242051282
32XX BLOCK OF S DAWSON ST,14,-122.291018940285714,47.55529245
THOMAS ST / PONTIUS AVE N,28,-122.331703785,47.62081714
38XX BLOCK OF 23RD AVE SW,33,-122.362213884060606,47.56913412
S KING ST / 5TH AVE S,4,-122.327670674,47.59835588
32XX BLOCK OF 51ST AVE SW,2,-122.397358738,47.57549802
S ROYAL BROUGHAM WY / UTAH AV S,1,-122.335118849,47.59239669
13XX BLOCK OF NE 65TH ST,47,-122.313740034,47.67579877
43XX BLOCK OF LATONA AVE NE,30,-122.325133579,47.65957993
94XX BLOCK OF 15TH AVE SW,76,-122.3540177775,47.51827332
SW ROXBURY ST / 17TH AVE SW,1,-122.356510805,47.5173613
135XX BLOCK OF N PARK AVE N,8,-122.349532189,47.72738769
19XX BLOCK OF NW MARKET ST,11,-122.381852063,47.66867543
STONE WAY N / GREEN LAKE WAY N,9,-122.340207467,47.66503444
73XX BLOCK OF 30TH AVE SW,32,-122.3711879396875,47.53645938
5XX BLOCK OF W BERTONA ST,2,-122.364223955,47.65049916
45XX BLOCK OF 10TH AVE S,16,-122.319841174125,47.56238933625
NE 53RD ST / 29TH AVE NE,1,-122.29676525,47.66711557
39XX BLOCK OF S CONOVER WAY,2,-122.283686402,47.56178441
40XX BLOCK OF 48TH AVE SW,16,-122.39346146,47.56755621
27XX BLOCK OF 17TH AVE S,10,-122.3107285752,47.57908484
90XX BLOCK OF 14TH AVE NW,27,-122.374104101185185,47.69493523
13XX BLOCK OF SW ROXBURY ST,1,-122.352320286,47.51734393
28TH AVE NW / NW 77TH ST,1,-122.393024077,47.68493459
11TH AVE NW / 49TH ST NW,1,-122.370765458,47.66438706
21XX BLOCK OF NE 90TH ST,1,-122.306176958,47.69393569
