100 Block Address,Offense ID,Longitude,Latitude
90XX BLOCK OF 36TH AVE S,18,-122.287165414,47.52231887
9XX BLOCK OF RAINIER AVE S,227,-122.310165896066079,47.594092342246696
1XX BLOCK OF NW 1XX BLOCK OFTH ST,3,-122.358786871666667,47.706315803333333
S WARSAW ST / 23RD AVE S,1,-122.304162045,47.54406694
48XX BLOCK OF TERRACE DR NE,26,-122.285557588884615,47.663915250384615
20XX BLOCK OF 18TH AVE S,25,-122.309459836,47.58502376
27XX BLOCK OF S DEARBORN ST,12,-122.29700499775,47.59551924
17TH AVE NE / NE 98TH ST,1,-122.309550789,47.7003207
42XX BLOCK OF NE 107TH ST,13,-122.280802307384615,47.706697151538462
62XX BLOCK OF AURORA AVE N,2,-122.3471604,47.67493581
BEACON AVE S / 11TH AVE S,15,-122.318595677,47.5850835
NW 54 ST/34 AV NW,1,-122.401153494,47.66774857
56XX BLOCK OF 7TH AVE S,21,-122.323898805,47.5522405
83XX BLOCK 11TH AVE NW,1,-122.370400957,47.68969018
14XX BLOCK OF 5TH AVE N,47,-122.347579278106383,47.631786673617021
80XX BLOCK OF 20TH AVE NW,22,-122.382182101,47.68777883
21XX BLOCK OF 6TH AVE S,1,-122.325973243,47.5850756
44XX BLOCK OF RAINIER AVE S,529,-122.2880227281569,47.563499343175803
25XX BLOCK OF NW 65TH ST,15,-122.389258612133333,47.675935254
127XX BLOCK OF 42ND AVE NE,13,-122.282826904,47.72155716
63XX BLOCK OF WILSON AVE S,27,-122.263920208222222,47.545231034814815
MIDVALE AVE N / N 107TH ST,2,-122.343360138,47.70687742
60XX BLOCK OF 15TH AVE NW,30,-122.376211062333333,47.67272422
24TH AVE NE / NE 61ST ST,1,-122.301706726,47.6729188
52XX BLOCK OF NE 74TH ST,4,-122.2711408915,47.6822745525
TERRY AV / BROADWAY,2,-122.320743906,47.60284066
80XX BLOCK OF STROUD AVE N,43,-122.33435223727907,47.68779836
60XX BLOCK OF 2ND AVE NW,29,-122.359486284206897,47.6733468
S SPOKANE NR ST / 16TH AVE S,1,-122.312501205,47.57196061
NE RAVENNA BLVD / WOODLAWN AVE NE,13,-122.324989233,47.67875757
E MARGINAL WAY S / 16TH AVE S,19,-122.313197538,47.53426726
31XX BLOCK OF W RUFFNER ST,6,-122.397571833,47.65225388
1XX BLOCK OF N 42ND ST,6,-122.356679881,47.6577267
NW 48TH ST / NW LEARY WAY,8,-122.378893196,47.66395682
6XX BLOCK OF S MYRTLE ST,32,-122.3254104890625,47.53943476
3XX BLOCK OF 19TH AVE S,4,-122.307661521,47.5996229
101XX BLOCK OF 44TH AVE SW,1,-122.388549311,47.51252617
E PINE ST / 12TH AVE,4,-122.31685417,47.61526393
6TH AVE W / W CROCKETT ST,3,-122.364973952,47.63775913
NE 68TH ST / 36TH AVE NE,1,-122.289254768,47.6775997
56XX BLOCK OF 11TH AVE NW,5,-122.3707567874,47.66980241
69XX BLOCK OF 35TH AVE SW,8,-122.3765529545,47.54013
80XX BLOCK OF LINDEN AVE N,10,-122.347214851,47.68730254
9XX BLOCK OF S HOMER ST,2,-122.319460939,47.55055932
6TH AVE NW / NW 79TH ST NW,1,-122.363326868,47.68619984
NW 83RD ST / JONES AVE NW,2,-122.386480308,47.68869456
NE 56TH ST / 8TH AVE NE,3,-122.320101404,47.66932091
75XX BLOCK OF 32ND AVE NE,19,-122.293724511,47.68395273
38XX BLOCK S ALASKA ST,1,-122.283300743,47.56073618
15 AV/E JOHN ST,3,-122.312619297,47.61981535
1ST AVE NW / NW 51ST ST,1,-122.357125264,47.66577861
SW DAWSON ST / 41ST AVE SW,1,-122.384173582,47.55566531
86XX BLOCK OF 1ST AVE S,2,-122.334846953,47.52900455
N 48TH ST / LINDEN AVE N,2,-122.34857217,47.66358582
28XX BLOCK OF 8TH AVE W,7,-122.367524885,47.64518986
44XX BLOCK OF SW RAYMOND ST,2,-122.389274181,47.54852028
8XX BLOCK OF NE 84TH ST,16,-122.31895034,47.68965472
10XX BLOCK OF N 46TH ST,26,-122.345319806115385,47.66212578
16XX BLOCK OF 10TH AVE W,22,-122.370373711181818,47.63413382
22XX BLOCK OF SW ROXBURY ST,1,-122.362232866,47.5173632
45XX BLOCK OF CALIFORNIA AVE SW,312,-122.386776705288462,47.562009059423077
40XX BLOCK OF W DRAVUS ST,8,-122.408580175875,47.64862792125
35TH AVE SW / SW MONROE ST,3,-122.376633933,47.53117693
5TH AVE S / S ELMGROVE ST,3,-122.32808071,47.5306369
W JOHN ST / 1ST AVE W,17,-122.358052604176471,47.61977934
N 130TH ST / DAYTON AVE N,5,-122.352908473,47.72322696
31ST AVE S / S JUDKINS ST,2,-122.292573533,47.59213536
117XX BLOCK OF AURORA AVE N,430,-122.344896093567442,47.71717447
69XX BLOCK OF BEACON AVE S,16,-122.2981508706875,47.54054713125
S FERDINAND ST / 37TH AVE S,17,-122.286140855,47.55785142
S LANE ST / 6TH AVE S,41,-122.326370454,47.59667627
51ST AVE S / RAINIER AVE S,21,-122.269718995,47.52014717
S HUDSON ST / OHIO AVE S,1,-122.338090257,47.55741211
22XX BLOCK OF NW 60TH ST,50,-122.38616474492,47.6723722504
REPUBLICAN ST / 8TH AVE N,16,-122.341055566,47.62321894
141XX BLOCK OF 20TH AVE NE,1,-122.307319306,47.73115794
HIGHLAND DR / BIGELOW AVE N,1,-122.351162985,47.62975453
14XX BLOCK OF 2ND AVE W,54,-122.35919783612963,47.63181858
5XX BLOCK OF NE 88TH ST,22,-122.321667903,47.69221286
7XX BLOCK OF 11TH AVE,20,-122.3180644116,47.60864652
29XX BLOCK OF S CHARLES ST,9,-122.294317195666667,47.594462412222222
5TH AVE S / SEATTLE BLVD S,6,-122.327683355,47.59579405
3XX BLOCK OF GALER ST,8,-122.35025285125,47.6323078525
7TH AVE / VIRGINIA ST,18,-122.337454235,47.61505675
43XX BLOCK OF SW HOLLY ST,4,-122.38797685775,47.5430958725
30XX BLOCK OF S WILLOW ST,60,-122.292229134366667,47.5407177475
58XX BLOCK OF 6TH AVE NW,27,-122.364009858814815,47.67161732
5XX BLOCK OF MAYNARD AVE S,232,-122.325060337810345,47.59793244
32XX BLOCK OF 47TH AVE SW,16,-122.392065359,47.5747774
FEDERAL AVE E / E BLAINE ST,1,-122.319040998,47.63502708
36XX BLOCK OF SW ROXBURY ST,10,-122.378878105,47.51748936
107XX BLOCK OF WHITMAN AVE N,56,-122.34607137025,47.70728425
29XX BLOCK OF NE 55TH ST,16,-122.2957428405,47.668519299375
54XX BLOCK OF 45TH AVE W,2,-122.4124425475,47.669395095
34XX BLOCK OF NE 45TH PL,1,-122.290422895,47.66250523
7XX BLOCK OF N 66TH ST,31,-122.348584612,47.67688744
20XX BLOCK S MAIN ST,1,-122.305347166,47.59999561
21XX BLOCK OF 33RD AVE W,7,-122.399636376285714,47.63841558
104XX BLOCK OF 3RD AVE NW,7,-122.360761809428571,47.7047587
13XX BLOCK OF 2ND AVE N,2,-122.352643546,47.63048138
132XX BLOCK OF 15TH AVE NE,42,-122.3126565335,47.725137551428571
S WASHINGTON ST / PREFONTAINE PL S,5,-122.328962557,47.60087545
10XX BLOCK OF S CLOVERDALE ST,243,-122.318932937802469,47.52645302
100XX BLOCK OF 46TH PL NE,1,-122.278290197,47.70202383
57TH AVE SW / SW ADMIRAL WAY,1,-122.405358204,47.57710334
N 39TH ST / WOODLAWN AVE N,1,-122.338661723,47.65432856
88XX BLOCK OF 40TH AVE S,1,-122.281873487,47.5242165
48XX BLOCK OF CREST PL S,3,-122.297404785,47.55909167
105XX BLOCK OF 17TH AVE NE,12,-122.309769255583333,47.705127458333333
AURORA AVE N / N 46TH ST,1,-122.347335438,47.66213113
23XX BLOCK OF 3RD AVE S,2,-122.329978676,47.58293401
S ORCAS ST / 4TH AVE S,11,-122.329564911,47.55187534
98XX BLOCK OF 27TH AVE NW,1,-122.392316663,47.70047551
48XX BLOCK OF NE PRINCETON WAY,4,-122.275168961,47.67487082
40XX BLOCK OF 41ST AVE S,16,-122.28179178175,47.56705312
49XX BLOCK OF 53RD AVE S,5,-122.266914756,47.55755753
97XX BLOCK OF 42ND AVE S,2,-122.28073217,47.5153997
50XX BLOCK OF UNIVERSITY WAY NE,263,-122.313062372125475,47.665668248631179
E REPUBLICAN ST / 31ST AVE E,5,-122.291962469,47.62365502
127XX BLOCK OF 20TH AVE NE,10,-122.30727329,47.72154332
17XX BLOCK OF 32ND AVE S,8,-122.29148820175,47.58792056
32XX BLOCK OF 23RD AVE W,36,-122.385973738333333,47.649387217222222
31ST AVE S / S KING ST,4,-122.292696769,47.59803699
MERIDIAN AVE N / N 133RD ST,2,-122.334190232,47.72502996
2XX BLOCK OF N 110TH ST,18,-122.356147463,47.70871764
STONE AVE N / N 85TH ST,7,-122.341828103,47.69054209
7XX BLOCK OF S WELLER ST,66,-122.323368530787879,47.597509677272727
SW ROSE ST / FAUNTLEROY WAY SW,2,-122.392719156,47.52975381
S FINDLAY ST / M L KING JR WAY S,1,-122.288487273,47.55197217
SW CLOVERDALE ST / 6TH AVE SW,4,-122.342926149,47.52644241
34XX BLOCK OF 45TH AVE NE,4,-122.278777602,47.6541925
25TH AVE / E JEFFERSON ST,19,-122.299950525263158,47.606174280526316
62XX BLOCK OF 7TH AVE NW,33,-122.365063421757576,47.67508091030303
3XX BLOCK OF S LUCILE ST,24,-122.330240058041667,47.55340317
TAYLOR AVE N / LEE ST,5,-122.346267302,47.63141024
29TH AVE W / W NEWTON ST,1,-122.394246085,47.63669527
17XX BLOCK OF NW 59TH ST,60,-122.380503220333333,47.6716353
4XX BLOCK OF VIRGINIA ST,25,-122.3396032346,47.61339483
YESLER WAY / 2ND AVE EXT S,42,-122.331983505,47.60171871
47XX BLOCK OF MCCOY PL S,6,-122.294232318166667,47.560607531666667
26XX BLOCK OF 4TH AVE N,45,-122.349570238222222,47.6436866
14XX BLOCK OF E HOWE ST,2,-122.314166437,47.63594296
30XX BLOCK OF FUHRMAN AVE E,18,-122.318239145055556,47.648212301666667
S HENDERSON ST / CECIL AVE S,1,-122.287645147,47.52330175
43XX BLOCK OF NE 41ST ST,4,-122.280753727,47.6584141
43XX BLOCK OF 16TH AVE S,4,-122.312716155,47.56428278
50TH AVE S / S HENDERSON ST,15,-122.271401177,47.52330888
11XX BLOCK OF CALIFORNIA WAY SW,7,-122.384437296142857,47.59290954
73XX BLOCK OF 54TH AVE NE,8,-122.269580615875,47.68077384125
1XX BLOCK OF N 78TH ST,24,-122.356636895625,47.68547967
120XX BLOCK OF PINEHURST WAY NE,47,-122.31106820487234,47.71668219
2XX BLOCK OF W BERTONA ST,1,-122.359985633,47.65042216
84XX BLOCK OF 8TH AVE NE,9,-122.320302688,47.69002346
E MADISON ST / 29TH AVE E,5,-122.295477865,47.62395582
50XX BLOCK OF S MYRTLE ST,1,-122.268967694,47.53890447
27XX BLOCK OF 5TH AVE S,3,-122.327518854333333,47.57574206
125XX BLOCK OF NORTH PARK AVE N,6,-122.349492154,47.72049392
26XX BLOCK OF W VIEWMONT WAY W,17,-122.409638894294118,47.644107570588235
49XX BLOCK OF NE 88TH ST,2,-122.273523328,47.6922993
NE 41ST ST / 12TH AVE NE,21,-122.315558686,47.65686219
3XX BLOCK OF 31ST AVE S,6,-122.292569279333333,47.60001551
32XX BLOCK OF W CROCKETT ST,2,-122.399271682,47.6377348
BONAIR DR SW / HALLECK AVE SW,1,-122.397308083,47.58528404
S LANDER ST / OCCIDENTAL AVE S,26,-122.333269343,47.5798103
S MEAD ST / E MARGINAL WAY S,1,-122.335851075,47.55120763
E HARRISON ST / 13TH AVE E,12,-122.315722822,47.62196013
80XX BLOCK OF 27TH AVE SW,1,-122.367191188,47.53098387
59TH AVE S / BEACON AVE S,1,-122.259635758,47.49598938
16XX BLOCK OF NE 143RD ST,7,-122.311375058,47.73211162
127XX BLOCK OF 76TH AVE S,1,-122.238324452,47.48882365
46TH AVE SW / SW COLLEGE ST,1,-122.39055188,47.58300341
14XX BLOCK OF 3RD AVE S,13,-122.329982405,47.58993706
S KING ST / MAYNARD AL S,6,-122.324404365,47.59835065
NOB HILL AVE N / NEWELL ST,3,-122.350661678,47.64440166
51XX BLOCK OF S ANGELINE ST,9,-122.268809919333333,47.5594237
36TH AVE NE / NE BLAKELEY ST,2,-122.289218579,47.66152604
EAST GREEN LAKE WAY N / WEST GREEN LAKE WAY N,2,-122.339963788,47.66934432
20TH AVE NE / NE 70TH ST,1,-122.306604203,47.67943247
1XX BLOCK OF W QUEEN ANNE DRWY,1,-122.357444388,47.62618512
37TH AVE S / S DAWSON ST,8,-122.286158043,47.55548189
14XX BLOCK OF 12TH AVE S,1,-122.317280364,47.59076389
9XX BLOCK OF COLUMBIA ST,24,-122.325500739875,47.607214249166667
34TH AVE NW / NW MARKET ST,4,-122.401141919,47.66860954
64XX BLOCK OF 22ND AVE NW,19,-122.384739408473684,47.67562743
23XX BLOCK OF 49TH AVE SW,14,-122.393864340714286,47.58198527
11XX BLOCK OF JOHN ST,33,-122.335063717545454,47.61968003
12TH AVE / E PIKE ST,84,-122.3168358555,47.61410377
FAUNTLEROY WAY SW / SW KENYON ST,2,-122.392690143,47.53232867
46XX BLOCK OF 6TH AVE NW,12,-122.364002383,47.66255617
16XX BLOCK OF S LANE ST,277,-122.310280937967509,47.59664771
66XX BLOCK OF 18TH AVE NE,2,-122.308733117,47.67670155
48TH AVE S / S LUCILE ST,2,-122.272649185,47.5526346
35TH AVE SW / SW JUNEAU ST,13,-122.376337966,47.55014223
WATERS AVE S / 61ST AVE S,1,-122.257031984,47.51578002
41ST AVE S / S SNOQUALMIE ST,1,-122.28170558,47.56132512
N 130TH ST / EVANSTON AVE N,1,-122.351624301,47.72322276
ALASKAN WY VI NB / 1 AV ON,2,-122.337445991,47.58778403
46XX BLOCK OF 46TH AVE S,15,-122.275729112666667,47.561154889333333
57XX BLOCK OF SW ADMIRAL WAY,34,-122.406816136970588,47.57661472
LAKE WASHINGTON BLVD E / ARBORETUM DR E,1,-122.29408107,47.62815287
SW TRENTON ST / 24TH AVE SW,7,-122.363177259,47.52468687
DEXTER AVE / 7TH AVE,4,-122.342408815,47.61798729
N 77 ST / GREEN LAKE AV N,1,-122.335016644,47.6843952
BROADWAY E / E SHELBY ST,4,-122.320845115,47.64692085
67XX BLOCK 1ST AVE NW,1,-122.357427991,47.67867189
NE 62ND ST / RAVENNA AVE NE,1,-122.303809111,47.6733775
E ROANOKE ST / 24TH AVE E,1,-122.302047044,47.64315393
6XX BLOCK OF S ANDOVER ST,12,-122.325055701166667,47.5680565525
VINE ST / 3RD AVE,6,-122.347963761,47.61657884
NW 60TH ST / 28TH AVE NW,6,-122.39294361,47.67224718
50XX BLOCK CALIFORNIA AVE SW,1,-122.38689807,47.55697692
32XX BLOCK OF 16TH AVE S,21,-122.312426398142857,47.574521057619048
34XX BLOCK OF NE 75TH ST,3,-122.291018498666667,47.68304844
NE 86TH ST / 17TH AVE NE,2,-122.309530263,47.69123166
W GARFIELD ST / 2ND AVE W,2,-122.359666423,47.63352912
NW 57TH ST / 11TH AVE NW,2,-122.370756013,47.67016705
48TH AVE SW / SW HINDS ST,1,-122.393399226,47.57388727
2XX BLOCK OF W MCGRAW ST,13,-122.360260298615385,47.639597151538462
1ST AVE NW / NW 48TH ST,1,-122.357130708,47.66359285
WESTLAKE E RDWY AVE N / SHIP CANAL TRAIL,3,-122.349471723,47.6467134
45XX BLOCK OF 53RD AVE NE,1,-122.271038207,47.66143984
41XX BLOCK OF COLORADO AVE S,1,-122.336794973,47.56466655
8TH AVE N / THOMAS ST,1,-122.341076466,47.62088392
93XX BLOCK OF 47TH AVE SW,13,-122.392868870769231,47.518499869230769
HIGHLAND DR / NOB HILL AVE N,1,-122.350139977,47.62975061
NW 72ND ST / 3RD AVE NW,1,-122.36046386,47.68072991
44XX BLOCK OF 9TH AVE NE,2,-122.318782353,47.66038221
47XX BLOCK OF BEACH DR SW,20,-122.40340280605,47.560402428
3XX BLOCK OF S WASHINGTON ST,45,-122.329615325444444,47.60087628
4XX BLOCK OF S ROYAL BROUGHAM WAY,11,-122.328222013,47.59239409
22ND AVE E / E REPUBLICAN ST,8,-122.303570002,47.62318937
3XX BLOCK OF N 107TH ST,7,-122.354797543428571,47.70689697
31XX BLOCK OF S DOSE TER,14,-122.292461218357143,47.58361854
LAKE WASHINGTON BLVD E / BOYER AVE E,18,-122.297920913,47.63376784
16TH AVE SW / SW HOLDEN ST,45,-122.355032446,47.53368043
68XX BLOCK OF HIGHLAND PARK WAY SW,2,-122.346086295,47.5392465
25TH AVE NE / NE 90TH ST,3,-122.301512627,47.6939024
41XX BLOCK OF 12TH AVE S,27,-122.317244755296296,47.56626946037037
RAINIER AVE S / S THISTLE ST,21,-122.269985389,47.52791558
NW 50TH ST / RUSSELL AVE NW,3,-122.378889199,47.66505286
88XX BLOCK OF 38TH AVE S,30,-122.2848219026,47.523571545666667
12XX BLOCK OF NE 145TH ST,13,-122.314095259846154,47.73396447
37XX BLOCK OF 29TH AVE W,13,-122.394215816,47.65362147
RAINIER AVE S / S MORGAN ST,1,-122.274051188,47.5442599
41ST AVE SW / SW COLLEGE ST,5,-122.3838266442,47.583087338
6XX BLOCK OF W BLAINE ST,11,-122.365686327090909,47.63474127
8XX BLOCK OF NE 45TH ST,167,-122.319223206658683,47.661309180838323
100XX BLOCK OF STONE AVE N,35,-122.341968785685714,47.702329321714286
RAYE ST / 2ND AVE N,1,-122.353842344,47.64324041
82XX BLOCK OF 10TH AVE S,32,-122.32023425690625,47.52940064
28XX BLOCK OF S ATLANTIC ST,6,-122.2953985095,47.58944775
42XX BLOCK OF 47TH AVE S,9,-122.274498134,47.56469033
13XX BLOCK OF 30TH AVE,2,-122.293753441,47.61230544
31XX BLOCK OF NW 75TH ST,7,-122.397663493,47.6830577
WHITMAN AVE N / N 45TH ST,1,-122.346096169,47.66138793
15XX BLOCK OF 5TH AVE S,2,-122.327508293,47.58928567
9XX BLOCK OF N 87TH ST,56,-122.345879164035714,47.69201584
47XX BLOCK OF LAKE WASHINGTON BLVD S,10,-122.2640284286,47.56004953
80XX BLOCK OF 45TH AVE NE,5,-122.279912841,47.68856432
41XX BLOCK OF S TRENTON ST,1,-122.281000162,47.52423578
22ND AVE NE / NE 125TH ST,3,-122.306438898333333,47.71935769
22ND AVE SW / 21ST AVE SW,1,-122.36245724,47.45002551
34XX BLOCK OF ARAPAHOE PL W,5,-122.408961255,47.65136626
22XX BLOCK OF N 60TH ST,11,-122.331667468,47.67230572
38XX BLOCK OF 42ND AVE NE,36,-122.282755974916667,47.657253990277778
27XX BLOCK OF NE 140TH ST,15,-122.297549973933333,47.730159548666667
S LANDER ST / 23RD AVE S,1,-122.303320715,47.57917333
81XX BLOCK OF 49TH AVE S,30,-122.2717827039,47.5303414
W DRAVUS ST / 17TH AVE W,3,-122.378872835,47.64846431
19XX BLOCK OF E GALER ST,5,-122.3073818358,47.63230685
65XX BLOCK OF 12TH AVE NE,17,-122.315664076,47.67619809
50XX BLOCK OF 46TH AVE NE,10,-122.278394332,47.66634909
SW DAWSON ST / ERSKINE WAY SW,1,-122.391485092,47.55532533
33XX BLOCK OF E JAMES ST,2,-122.2899705835,47.60679644
51XX BLOCK OF 40TH AVE NE,94,-122.284805908957447,47.66672386
17TH AVE NE / NE NAOMI PL,1,-122.309781497,47.67476127
104XX BLOCK OF 35TH AVE SW,20,-122.3759036123,47.508975846
33XX BLOCK OF S MEAD ST,11,-122.289965371,47.55042538
55XX BLOCK OF NE WINDERMERE RD,10,-122.2675154723,47.667755509
NICKLAS PL NE / NE 50TH ST,1,-122.272272476,47.66488971
46XX BLOCK OF NE 41ST ST,1,-122.278034215,47.65841086
35XX BLOCK OF SW MONROE ST,12,-122.377975117,47.531222998333333
12XX BLOCK OF LAKEVIEW BLVD E,65,-122.3256926076,47.629580727846154
AURORA AVE N / HIGHLAND DR,1,-122.343528394,47.62972444
48TH AVE S / S FERDINAND ST,2,-122.273193557,47.55822697
93XX BLOCK OF MAYES CT S,8,-122.258501499,47.51935648
GILMAN AVE W / 23RD AVE W,3,-122.386000129,47.65549266
STONE AVE N / N 80TH ST,9,-122.341805995,47.68693378
95XX BLOCK OF LAKE SHORE BLVD NE,24,-122.273633042375,47.69849806625
45XX BLOCK OF 50TH AVE S,10,-122.270715559,47.56235071
30XX BLOCK OF 38TH AVE W,20,-122.4057478384,47.6477211
49XX BLOCK OF SW CHARLESTOWN ST,7,-122.395434466714286,47.57029497
51XX BLOCK OF WOODLAWN AVE N,13,-122.3384943,47.66613606
58XX BLOCK OF 24TH AVE NW,74,-122.387587295405405,47.67128071
26XX BLOCK OF FAIRMOUNT AVE SW,1,-122.382253775,47.58065837
3XX BLOCK OF CEDAR ST,152,-122.348468508486842,47.617463216381579
17XX BLOCK OF E YESLER WAY,30,-122.309612192466667,47.601679448666667
80XX BLOCK OF SEAVIEW AVE NW,24,-122.402788005208333,47.685304992083333
119XX BLOCK OF STONE AVE N,1,-122.342201347,47.71662683
72XX BLOCK OF 6TH AVE NE,13,-122.321775933,47.68124658
16XX BLOCK OF NE 55TH ST,2,-122.310175464,47.66853993
54XX BLOCK OF LATONA AVE NE,4,-122.325564251,47.66825713
RAINIER AVE S / S WALDEN ST,53,-122.294005649,47.57291861
20XX BLOCK OF NW 63RD ST,48,-122.383433815333333,47.67455535
1ST AVE N / LYNN ST,1,-122.355578974,47.63911603
MONTLAKE BR / MONTLAKE BLVD NE,1,-122.304589954,47.64748545
NE 70TH ST / 25TH AVE NE,1,-122.300663813,47.67940903
35XX BLOCK OF CARR PL N,9,-122.339372191555556,47.64986364
N 103RD ST / DAYTON AVE N,4,-122.3527474,47.70362669
22XX BLOCK OF 18TH AVE S,10,-122.309475181,47.58332418
SW CAMBRIDGE ST / 37TH AVE SW,1,-122.379491179,47.5192892
7XX BLOCK OF 6TH AVE N,92,-122.344947089086956,47.62584264
40XX BLOCK OF NE NORTHGATE WAY,2,-122.324615155,47.7086028
6XX BLOCK OF S LUCILE ST,44,-122.325257072590909,47.55337553
127XX BLOCK OF 8TH AVE NE,11,-122.320847134818182,47.72190694
ELLIOTT AVE / VINE ST,3,-122.351401557,47.61392026
25XX BLOCK OF SW GRAHAM ST,3,-122.365003353,47.54645403
110XX BLOCK OF 27TH AVE NE,14,-122.299226693,47.70917707
33XX BLOCK OF 46TH AVE NE,15,-122.278000616,47.65394542
62XX BLOCK OF KIRKWOOD PL N,8,-122.3352359415,47.67340878
24XX BLOCK OF N 77TH ST,9,-122.328837037333333,47.68505143
127XX BLOCK OF AURORA AVE N,76,-122.34496184843421,47.72184683
51XX BLOCK OF S FERDINAND ST,2,-122.268783872,47.55825042
38XX BLOCK OF 46TH AVE S,9,-122.276361770555556,47.569599485555556
59XX BLOCK OF W MARGINAL WAY SW,6,-122.345107021166667,47.547368335
8XX BLOCK OF NW 56TH ST,37,-122.367390250405405,47.66943265
36TH AVE SW / SW GRAHAM ST,5,-122.377749907,47.54652963
13XX BLOCK OF E REPUBLICAN ST,9,-122.315179131666667,47.62311018
67XX BLOCK OF 14TH AVE NW,57,-122.374087989210526,47.67867237
53XX BLOCK OF SW SHORE PL,5,-122.398825781,47.55417514
DENNY WAY / WESTLAKE AVE,29,-122.338484568,47.61853427
NE 113TH ST / SAND POINT WAY NE,3,-122.281024886,47.71069944
JEFFERSON ST / 4TH AVE,55,-122.329645378072727,47.60251994
8XX BLOCK OF LAKE WASHINGTON BLVD,97,-122.28299082071134,47.60979654
WEST SEATTLE BR WB / ALASKAN WY VI,3,-122.339235347,47.57159891
49XX BLOCK OF NE LAURELCREST LN,6,-122.275114316,47.65382334
QUEEN ANNE AVE N / W HIGHLAND DR,3,-122.356622063,47.62957257
31XX BLOCK OF OCCIDENTAL AVE S,2,-122.333270928,47.57665118
73XX BLOCK OF S 115TH ST,18,-122.242497065666667,47.49965522
105XX BLOCK OF 11TH AVE NW,10,-122.370162944,47.70673091
THORNDYKE AVE W / W LYNN ST,3,-122.387414413,47.63913609
3RD AVE / SENECA ST,112,-122.335323716,47.60705029
52XX BLOCK OF 39TH AVE S,135,-122.283486745807407,47.554455367259259
108XX BLOCK OF 23RD AVE NE,12,-122.30436027825,47.707789553333333
77XX BLOCK OF HIGHLAND PARK WAY SW,104,-122.346853591538462,47.532892928653846
GREENWOOD AVE N / N 104TH ST,4,-122.35544516,47.70435905
BAKER AVE NW / NW 43RD ST,3,-122.35959048,47.65895293
12XX BLOCK OF 9TH AVE,15,-122.3289920292,47.61019308
SW 106TH ST / 40TH AVE SW,1,-122.382902455,47.50825056
137XX BLOCK OF CORLISS AVE N,26,-122.331549678,47.72956015
LAKESIDE AVE S / S KING ST,3,-122.28705104,47.5979173
ROOSEVELT WAY NE / NE 45TH ST,2,-122.317638162,47.66129873
40XX BLOCK OF S BOZEMAN ST,37,-122.281374611783784,47.53216022945946
CARLETON AVE S / S WARSAW ST,4,-122.321145914,47.54427215
7XX BLOCK OF N 43RD ST,39,-122.349332187435897,47.659336780769231
YALE AVE / HOWELL ST,24,-122.329698785,47.61750462
8XX BLOCK OF NW 97TH ST,34,-122.366995275294118,47.700148663823529
W MONTFORT PL / CONSTANCE DR W,1,-122.413240775,47.64218222
23XX BLOCK OF NW 95TH ST,19,-122.386432346,47.69823754
131XX BLOCK OF 3RD AVE NW,7,-122.360947393,47.72464365
91XX BLOCK OF 2ND AVE NW,1,-122.359369244,47.69513711
12XX BLOCK OF NE 69TH ST,38,-122.313847772,47.67870649
2XX BLOCK 22ND AVE S,2,-122.303300203,47.60108359
RUSSELL AVE NW / NW IONE PL,3,-122.380055716,47.66608436
34XX BLOCK OF E UNION ST,13,-122.288759390230769,47.612883141538462
43XX BLOCK OF S BENNETT ST,9,-122.277314361,47.55429964
BOYLSTON AVE E / E ALOHA ST,9,-122.323550441,47.62685426
SW CHARLESTOWN ST / 47TH AVE SW,5,-122.39210111,47.57026309
67TH AVE S / S PRENTICE ST,1,-122.250019991,47.50816605
6XX BLOCK OF NW 40TH ST,7,-122.364603386,47.65605172
71XX BLOCK OF 12TH AVE NE,11,-122.315628806909091,47.68049907
36XX BLOCK OF MARTIN LUTHER KING JR WAY S,53,-122.296947292,47.57103327
W DRAVUS ST / 15TH AVE W NB OFF RP,1,-122.376108661,47.64846829
36XX BLOCK OF E HIGH LN,1,-122.285005528,47.62054
15XX BLOCK OF M L KING JR WAY,5,-122.29617546,47.61470287
57XX BLOCK OF 34TH AVE NE,19,-122.291430648578947,47.67123525
RAINIER AVE S / CLOVERDALE PL S,21,-122.269983184,47.52617082
34XX BLOCK OF SW CAMBRIDGE ST,22,-122.376140562181818,47.519273319545454
12XX BLOCK OF STEWART ST,20,-122.33142898075,47.6179416435
E PIKE ST / SUMMIT AVE,101,-122.325514171,47.61408851
63XX BLOCK 15TH AVE NE,1,-122.311926295,47.67527576
15TH AVE NW / NW 75TH ST,9,-122.37678003,47.68323792
WILSON AVE S / 52ND TER S,1,-122.26798542,47.55303963
48XX BLOCK OF 16TH AVE NE,1,-122.310815866,47.66397982
25XX BLOCK OF W BERTONA ST,41,-122.388933309,47.65031631
10XX BLOCK OF NE 71ST ST,19,-122.316524638,47.68016279
41XX BLOCK OF SW WALKER ST,4,-122.3844188285,47.58396906
31ST AVE SW / SW WEBSTER ST,2,-122.372550027,47.5355525
SW FLORIDA ST / HARBOR AVE SW,1,-122.375467926,47.58474753
32XX BLOCK OF 24TH AVE S,23,-122.301671956913044,47.5745647
40TH AVE NE / NE 50TH ST,3,-122.284788325,47.66488803
6XX BLOCK OF 19TH AVE,2,-122.307629046,47.60709272
43XX BLOCK OF NE 85TH ST,3,-122.282175373,47.69017466
1XX BLOCK OF M L KING JR WAY S,6,-122.296813209,47.60125628
