"county","tract","bg","state","sduni14","sdelm14","sdsec14","sdbest14","sdbesttype14","cd114","hsa","stab","cntyname","eschlnm14","sschlnm14","uschlnm14","bschlnm14","hsaname","intptlon","intptlat","pop14","afact"
"County code","Tract","Block group","State code","sduni14","sdelm14","sdsec14","sdbest14","sdbesttype14","cd114","Hospital service areas (2016)","State abbreviation","County name","Elementary school district name 2014","Secondary school district name 2014","Unified school district name 2014","Best school district name 2014","Hospital service areas 2016","Wtd centroid W longitude, degrees","Wtd centroid latitude, degrees","Pop 2014 estimate from county-level estimates","bg to hsa allocation factor"
"53001","9501.00","1","53","04290"," "," ","04290","u","04","50053","WA","Adams WA","53","53","Lamont School District","Lamont School District","WA- RITZVILLE",-117.988069,47.117073,2.048163,0.002743 
"53001","9501.00","1","53","04410"," "," ","04410","u","04","50053","WA","Adams WA","53","53","Lind School District","Lind School District","WA- RITZVILLE",-118.473533,47.037091,11.264897,0.015089 
"53001","9501.00","1","53","06120"," "," ","06120","u","04","50053","WA","Adams WA","53","53","Odessa School District","Odessa School District","WA- RITZVILLE",-118.678044,47.187045,138.251015,0.185185 
"53001","9501.00","1","53","06120"," "," ","06120","u","04","50059","WA","Adams WA","53","53","Odessa School District","Odessa School District","WA- SPOKANE",-118.840583,47.244117,64.51714,0.08642 
"53001","9501.00","1","53","07380"," "," ","07380","u","04","50053","WA","Adams WA","53","53","Ritzville School District","Ritzville School District","WA- RITZVILLE",-118.366544,47.138583,528.4261,0.707819 
"53001","9501.00","1","53","07380"," "," ","07380","u","04","50059","WA","Adams WA","53","53","Ritzville School District","Ritzville School District","WA- SPOKANE",-118.123471,47.049995,0,0 
"53001","9501.00","1","53","08280"," "," ","08280","u","04","50053","WA","Adams WA","53","53","Sprague School District","Sprague School District","WA- RITZVILLE",-118.088346,47.254469,2.048163,0.002743 
"53001","9501.00","2","53","07380"," "," ","07380","u","04","50053","WA","Adams WA","53","53","Ritzville School District","Ritzville School District","WA- RITZVILLE",-118.374077,47.123879,1194.079133,1 
"53001","9501.00","3","53","07380"," "," ","07380","u","04","50053","WA","Adams WA","53","53","Ritzville School District","Ritzville School District","WA- RITZVILLE",-118.38278,47.128464,565.293037,1 
"53001","9502.00","1","53","00450"," "," ","00450","u","04","50059","WA","Adams WA","53","53","Benge School District","Benge School District","WA- SPOKANE",-118.087878,46.920659,55.300406,0.125581 
"53001","9502.00","1","53","02520"," "," ","02520","u","04","50059","WA","Adams WA","53","53","Endicott School District","Endicott School District","WA- SPOKANE",-117.983861,46.940276,1.024082,0.002326 
"53001","9502.00","1","53","04150"," "," ","04150","u","04","50013","WA","Adams WA","53","53","LaCrosse School District","LaCrosse School District","WA- COLFAX",-118.127814,46.76106,0,0 
"53001","9502.00","1","53","04150"," "," ","04150","u","04","50059","WA","Adams WA","53","53","LaCrosse School District","LaCrosse School District","WA- SPOKANE",-118.093291,46.771763,16.385305,0.037209 
"53001","9502.00","1","53","04290"," "," ","04290","u","04","50059","WA","Adams WA","53","53","Lamont School District","Lamont School District","WA- SPOKANE",-118.023842,47.045485,0,0 
"53001","9502.00","1","53","04410"," "," ","04410","u","04","50059","WA","Adams WA","53","53","Lind School District","Lind School District","WA- SPOKANE",-118.480184,46.826261,17.409387,0.039535 
"53001","9502.00","1","53","07380"," "," ","07380","u","04","50059","WA","Adams WA","53","53","Ritzville School District","Ritzville School District","WA- SPOKANE",-118.241606,46.978462,38.9151,0.088372 
"53001","9502.00","1","53","09570"," "," ","09570","u","04","50013","WA","Adams WA","53","53","Washtucna School District","Washtucna School District","WA- COLFAX",-118.175007,46.746864,0,0 
"53001","9502.00","1","53","09570"," "," ","09570","u","04","50059","WA","Adams WA","53","53","Washtucna School District","Washtucna School District","WA- SPOKANE",-118.32025,46.772828,311.320803,0.706976 
"53001","9502.00","2","53","04410"," "," ","04410","u","04","50059","WA","Adams WA","53","53","Lind School District","Lind School District","WA- SPOKANE",-118.609468,46.970925,713.784868,0.966712 
"53001","9502.00","2","53","07380"," "," ","07380","u","04","50059","WA","Adams WA","53","53","Ritzville School District","Ritzville School District","WA- SPOKANE",-118.397907,46.97615,24.577958,0.033287 
"53001","9502.00","3","53","04410"," "," ","04410","u","04","50053","WA","Adams WA","53","53","Lind School District","Lind School District","WA- RITZVILLE",-118.826709,47.06983,0,0 
"53001","9502.00","3","53","04410"," "," ","04410","u","04","50059","WA","Adams WA","53","53","Lind School District","Lind School District","WA- SPOKANE",-118.797595,46.901199,469.029368,0.780238 
"53001","9502.00","3","53","05730"," "," ","05730","u","04","50041","WA","Adams WA","53","53","North Franklin School District","North Franklin School District","WA- OTHELLO",-118.898699,46.779483,0,0 
"53001","9502.00","3","53","05730"," "," ","05730","u","04","50059","WA","Adams WA","53","53","North Franklin School District","North Franklin School District","WA- SPOKANE",-118.800684,46.775384,15.361224,0.025554 
"53001","9502.00","3","53","06120"," "," ","06120","u","04","50059","WA","Adams WA","53","53","Odessa School District","Odessa School District","WA- SPOKANE",-118.83322,47.173746,6.14449,0.010221 
"53001","9502.00","3","53","06480"," "," ","06480","u","04","50059","WA","Adams WA","53","53","Othello School District","Othello School District","WA- SPOKANE",-118.88858,46.815664,2.048163,0.003407 
"53001","9502.00","3","53","07380"," "," ","07380","u","04","50059","WA","Adams WA","53","53","Ritzville School District","Ritzville School District","WA- SPOKANE",-118.889409,47.129031,71.685711,0.11925 
"53001","9502.00","3","53","09510"," "," ","09510","u","04","50035","WA","Adams WA","53","53","Warden School District","Warden School District","WA- MOSES LAKE",-118.981479,47.009245,2.048163,0.003407 
"53001","9502.00","3","53","09510"," "," ","09510","u","04","50059","WA","Adams WA","53","53","Warden School District","Warden School District","WA- SPOKANE",-118.971446,47.013454,29.698366,0.049404 
"53001","9502.00","3","53","09570"," "," ","09570","u","04","50059","WA","Adams WA","53","53","Washtucna School District","Washtucna School District","WA- SPOKANE",-118.472999,46.832135,5.120408,0.008518 
"53001","9503.00","1","53","06480"," "," ","06480","u","04","50041","WA","Adams WA","53","53","Othello School District","Othello School District","WA- OTHELLO",-119.185533,46.791033,1995.935017,1 
"53001","9503.00","2","53","04410"," "," ","04410","u","04","50041","WA","Adams WA","53","53","Lind School District","Lind School District","WA- OTHELLO",-118.845773,46.859266,2.048163,0.001566 
"53001","9503.00","2","53","05730"," "," ","05730","u","04","50041","WA","Adams WA","53","53","North Franklin School District","North Franklin School District","WA- OTHELLO",-118.945563,46.767293,74.757956,0.057165 
"53001","9503.00","2","53","06480"," "," ","06480","u","04","50041","WA","Adams WA","53","53","Othello School District","Othello School District","WA- OTHELLO",-119.108965,46.793995,1222.753417,0.935004 
"53001","9503.00","2","53","09510"," "," ","09510","u","04","50041","WA","Adams WA","53","53","Warden School District","Warden School District","WA- OTHELLO",-119.008216,46.897964,8.192653,0.006265 
"53001","9503.00","3","53","06480"," "," ","06480","u","04","50041","WA","Adams WA","53","53","Othello School District","Othello School District","WA- OTHELLO",-119.217482,46.84023,1367.148921,1 
"53001","9503.00","4","53","06480"," "," ","06480","u","04","50035","WA","Adams WA","53","53","Othello School District","Othello School District","WA- MOSES LAKE",-119.368159,46.818622,0,0 
"53001","9503.00","4","53","06480"," "," ","06480","u","04","50041","WA","Adams WA","53","53","Othello School District","Othello School District","WA- OTHELLO",-119.260671,46.78898,1096.791382,1 
"53001","9503.00","5","53","06480"," "," ","06480","u","04","50041","WA","Adams WA","53","53","Othello School District","Othello School District","WA- OTHELLO",-119.196321,46.818368,1333.354229,1 
"53001","9504.00","1","53","06480"," "," ","06480","u","04","50041","WA","Adams WA","53","53","Othello School District","Othello School District","WA- OTHELLO",-119.158727,46.827524,1240.162804,1 
"53001","9504.00","2","53","06480"," "," ","06480","u","04","50041","WA","Adams WA","53","53","Othello School District","Othello School District","WA- OTHELLO",-119.169848,46.829365,1684.614214,1 
"53001","9505.00","1","53","06480"," "," ","06480","u","04","50041","WA","Adams WA","53","53","Othello School District","Othello School District","WA- OTHELLO",-119.159461,46.819333,2251.955414,1 
"53001","9505.00","2","53","06480"," "," ","06480","u","04","50041","WA","Adams WA","53","53","Othello School District","Othello School District","WA- OTHELLO",-119.172045,46.816255,2615.504378,1 
"53003","9601.00","1","53","00280"," "," ","00280","u","05","50012","WA","Asotin WA","53","53","Asotin-Anatone School District","Asotin-Anatone School District","WA- CLARKSTON",-117.039007,46.297201,1402.782361,1 
"53003","9601.00","2","53","00280"," "," ","00280","u","05","50012","WA","Asotin WA","53","53","Asotin-Anatone School District","Asotin-Anatone School District","WA- CLARKSTON",-117.134341,46.252903,793.233918,1 
"53003","9601.00","2","53","01320"," "," ","01320","u","05","50012","WA","Asotin WA","53","53","Clarkston School District","Clarkston School District","WA- CLARKSTON",-117.395095,46.280904,0,0 
"53003","9601.00","3","53","00280"," "," ","00280","u","05","50012","WA","Asotin WA","53","53","Asotin-Anatone School District","Asotin-Anatone School District","WA- CLARKSTON",-117.075763,46.364963,1119.557832,0.504158 
"53003","9601.00","3","53","01320"," "," ","01320","u","05","50012","WA","Asotin WA","53","53","Clarkston School District","Clarkston School District","WA- CLARKSTON",-117.098382,46.377691,1101.086667,0.495841 
"53003","9602.00","1","53","00280"," "," ","00280","u","05","50012","WA","Asotin WA","53","53","Asotin-Anatone School District","Asotin-Anatone School District","WA- CLARKSTON",-117.066033,46.37284,6.157055,0.005566 
"53003","9602.00","1","53","01320"," "," ","01320","u","05","50012","WA","Asotin WA","53","53","Clarkston School District","Clarkston School District","WA- CLARKSTON",-117.068255,46.381445,1100.060491,0.994434 
"53003","9602.00","2","53","01320"," "," ","01320","u","05","50012","WA","Asotin WA","53","53","Clarkston School District","Clarkston School District","WA- CLARKSTON",-117.079871,46.384481,1073.37992,1 
"53003","9602.00","3","53","01320"," "," ","01320","u","05","50012","WA","Asotin WA","53","53","Clarkston School District","Clarkston School District","WA- CLARKSTON",-117.090366,46.393641,819.914489,1 
"53003","9602.00","4","53","00280"," "," ","00280","u","05","50012","WA","Asotin WA","53","53","Asotin-Anatone School District","Asotin-Anatone School District","WA- CLARKSTON",-117.161764,46.333273,8.209407,0.004941 
"53003","9602.00","4","53","01320"," "," ","01320","u","05","50012","WA","Asotin WA","53","53","Clarkston School District","Clarkston School District","WA- CLARKSTON",-117.098221,46.407218,1653.169264,0.995059 
"53003","9603.00","1","53","01320"," "," ","01320","u","05","50012","WA","Asotin WA","53","53","Clarkston School District","Clarkston School District","WA- CLARKSTON",-117.057842,46.420611,1115.453129,1 
"53003","9603.00","2","53","01320"," "," ","01320","u","05","50012","WA","Asotin WA","53","53","Clarkston School District","Clarkston School District","WA- CLARKSTON",-117.054861,46.414685,917.401193,1 
"53003","9603.00","3","53","01320"," "," ","01320","u","05","50012","WA","Asotin WA","53","53","Clarkston School District","Clarkston School District","WA- CLARKSTON",-117.048181,46.418033,830.176248,1 
"53003","9603.00","4","53","01320"," "," ","01320","u","05","50012","WA","Asotin WA","53","53","Clarkston School District","Clarkston School District","WA- CLARKSTON",-117.041853,46.413314,1010.783194,1 
"53003","9604.00","1","53","01320"," "," ","01320","u","05","50012","WA","Asotin WA","53","53","Clarkston School District","Clarkston School District","WA- CLARKSTON",-117.063262,46.413283,1133.924294,1 
"53003","9604.00","2","53","01320"," "," ","01320","u","05","50012","WA","Asotin WA","53","53","Clarkston School District","Clarkston School District","WA- CLARKSTON",-117.070523,46.411363,1087.746381,1 
"53003","9605.00","1","53","01320"," "," ","01320","u","05","50012","WA","Asotin WA","53","53","Clarkston School District","Clarkston School District","WA- CLARKSTON",-117.053636,46.409385,730.637192,1 
"53003","9605.00","2","53","01320"," "," ","01320","u","05","50012","WA","Asotin WA","53","53","Clarkston School District","Clarkston School District","WA- CLARKSTON",-117.045465,46.410121,730.637192,1 
"53003","9605.00","3","53","01320"," "," ","01320","u","05","50012","WA","Asotin WA","53","53","Clarkston School District","Clarkston School District","WA- CLARKSTON",-117.050568,46.405481,1186.259261,1 
"53003","9605.00","4","53","01320"," "," ","01320","u","05","50012","WA","Asotin WA","53","53","Clarkston School District","Clarkston School District","WA- CLARKSTON",-117.049677,46.401729,866.092402,1 
"53003","9606.00","1","53","01320"," "," ","01320","u","05","50012","WA","Asotin WA","53","53","Clarkston School District","Clarkston School District","WA- CLARKSTON",-117.063452,46.404734,787.076863,1 
"53003","9606.00","2","53","01320"," "," ","01320","u","05","50012","WA","Asotin WA","53","53","Clarkston School District","Clarkston School District","WA- CLARKSTON",-117.070952,46.394134,1312.478888,1 
"53003","9606.00","3","53","01320"," "," ","01320","u","05","50012","WA","Asotin WA","53","53","Clarkston School District","Clarkston School District","WA- CLARKSTON",-117.055208,46.389049,693.694862,1 
"53003","9606.00","4","53","01320"," "," ","01320","u","05","50012","WA","Asotin WA","53","53","Clarkston School District","Clarkston School District","WA- CLARKSTON",-117.051773,46.395209,709.087499,1 
"53005","0101.00","1","53","07320"," "," ","07320","u","04"," ","WA","Benton WA","53","53","Richland School District","Richland School District"," ",-119.259443,46.302698,0,0 
"53005","0101.00","1","53","07320"," "," ","07320","u","04","50052","WA","Benton WA","53","53","Richland School District","Richland School District","WA- RICHLAND",-119.270679,46.299904,2536.84067,1 
"53005","0101.00","2","53","07320"," "," ","07320","u","04"," ","WA","Benton WA","53","53","Richland School District","Richland School District"," ",-119.257912,46.335768,0,0 
"53005","0101.00","2","53","07320"," "," ","07320","u","04","50052","WA","Benton WA","53","53","Richland School District","Richland School District","WA- RICHLAND",-119.267888,46.319278,2198.311365,1 
"53005","0102.01","1","53","07320"," "," ","07320","u","04","50052","WA","Benton WA","53","53","Richland School District","Richland School District","WA- RICHLAND",-119.330643,46.324522,1639.418645,1 
"53005","0102.01","2","53","07320"," "," ","07320","u","04","50052","WA","Benton WA","53","53","Richland School District","Richland School District","WA- RICHLAND",-119.291626,46.301583,1976.883392,1 
"53005","0102.01","3","53","07320"," "," ","07320","u","04","50052","WA","Benton WA","53","53","Richland School District","Richland School District","WA- RICHLAND",-119.289111,46.296098,955.97269,1 
"53005","0102.02","1","53","07320"," "," ","07320","u","04","50052","WA","Benton WA","53","53","Richland School District","Richland School District","WA- RICHLAND",-119.275258,46.321633,459.888867,1 
"53005","0102.02","2","53","07320"," "," ","07320","u","04","50052","WA","Benton WA","53","53","Richland School District","Richland School District","WA- RICHLAND",-119.278281,46.315413,1545.73758,1 
"53005","0102.02","3","53","07320"," "," ","07320","u","04","50052","WA","Benton WA","53","53","Richland School District","Richland School District","WA- RICHLAND",-119.279132,46.309409,620.637059,1 
"53005","0102.02","4","53","07320"," "," ","07320","u","04","50052","WA","Benton WA","53","53","Richland School District","Richland School District","WA- RICHLAND",-119.280419,46.303289,1848.071927,1 
"53005","0102.02","5","53","07320"," "," ","07320","u","04","50052","WA","Benton WA","53","53","Richland School District","Richland School District","WA- RICHLAND",-119.278969,46.297299,1976.883392,1 
"53005","0103.00","1","53","07320"," "," ","07320","u","04","50052","WA","Benton WA","53","53","Richland School District","Richland School District","WA- RICHLAND",-119.301829,46.285936,1706.485772,1 
"53005","0103.00","2","53","07320"," "," ","07320","u","04","50052","WA","Benton WA","53","53","Richland School District","Richland School District","WA- RICHLAND",-119.301799,46.274187,1217.853851,1 
"53005","0103.00","3","53","07320"," "," ","07320","u","04","50052","WA","Benton WA","53","53","Richland School District","Richland School District","WA- RICHLAND",-119.294807,46.266956,1231.693099,1 
"53005","0103.00","4","53","07320"," "," ","07320","u","04","50052","WA","Benton WA","53","53","Richland School District","Richland School District","WA- RICHLAND",-119.307295,46.270579,1177.400663,1 
"53005","0104.00","1","53","07320"," "," ","07320","u","04","50052","WA","Benton WA","53","53","Richland School District","Richland School District","WA- RICHLAND",-119.293994,46.286333,2270.701279,1 
"53005","0104.00","2","53","07320"," "," ","07320","u","04","50052","WA","Benton WA","53","53","Richland School District","Richland School District","WA- RICHLAND",-119.293867,46.277271,827.161226,1 
"53005","0104.00","3","53","07320"," "," ","07320","u","04","50052","WA","Benton WA","53","53","Richland School District","Richland School District","WA- RICHLAND",-119.293239,46.271886,752.642196,1 
"53005","0105.00","1","53","07320"," "," ","07320","u","04","50052","WA","Benton WA","53","53","Richland School District","Richland School District","WA- RICHLAND",-119.281077,46.289958,1383.92483,1 
"53005","0105.00","2","53","07320"," "," ","07320","u","04","50052","WA","Benton WA","53","53","Richland School District","Richland School District","WA- RICHLAND",-119.276631,46.277535,0, 
"53005","0105.00","3","53","07320"," "," ","07320","u","04","50052","WA","Benton WA","53","53","Richland School District","Richland School District","WA- RICHLAND",-119.287792,46.287025,1833.168121,1 
"53005","0106.00","1","53","07320"," "," ","07320","u","04","50052","WA","Benton WA","53","53","Richland School District","Richland School District","WA- RICHLAND",-119.277174,46.269583,1445.669169,1 
"53005","0106.00","2","53","07320"," "," ","07320","u","04","50052","WA","Benton WA","53","53","Richland School District","Richland School District","WA- RICHLAND",-119.271869,46.263314,1373.279255,1 
"53005","0106.00","3","53","07320"," "," ","07320","u","04","50052","WA","Benton WA","53","53","Richland School District","Richland School District","WA- RICHLAND",-119.279195,46.264571,765.416887,1 
"53005","0106.00","4","53","07320"," "," ","07320","u","04","50052","WA","Benton WA","53","53","Richland School District","Richland School District","WA- RICHLAND",-119.279142,46.262021,554.63449,1 
"53005","0106.00","5","53","07320"," "," ","07320","u","04"," ","WA","Benton WA","53","53","Richland School District","Richland School District"," ",-119.251785,46.253079,0,0 
"53005","0106.00","5","53","07320"," "," ","07320","u","04","50052","WA","Benton WA","53","53","Richland School District","Richland School District","WA- RICHLAND",-119.258155,46.264009,434.339485,1 
"53005","0107.01","1","53","04020"," "," ","04020","u","04","50052","WA","Benton WA","53","53","Kiona-Benton School District","Kiona-Benton School District","WA- RICHLAND",-119.449483,46.262147,522.697763,0.799674 
"53005","0107.01","1","53","07320"," "," ","07320","u","04","50052","WA","Benton WA","53","53","Richland School District","Richland School District","WA- RICHLAND",-119.427453,46.262537,130.94058,0.200326 
"53005","0107.01","2","53","04020"," "," ","04020","u","04","50052","WA","Benton WA","53","53","Kiona-Benton School District","Kiona-Benton School District","WA- RICHLAND",-119.453286,46.29435,911.261273,0.561679 
"53005","0107.01","2","53","07320"," "," ","07320","u","04","50052","WA","Benton WA","53","53","Richland School District","Richland School District","WA- RICHLAND",-119.411283,46.288611,711.124451,0.43832 
"53005","0107.03","1","53","07320"," "," ","07320","u","04","50052","WA","Benton WA","53","53","Richland School District","Richland School District","WA- RICHLAND",-119.348281,46.303746,1041.137295,1 
"53005","0107.03","2","53","04020"," "," ","04020","u","04","50052","WA","Benton WA","53","53","Kiona-Benton School District","Kiona-Benton School District","WA- RICHLAND",-119.429552,46.360089,0,0 
"53005","0107.03","2","53","07320"," "," ","07320","u","04","50052","WA","Benton WA","53","53","Richland School District","Richland School District","WA- RICHLAND",-119.408136,46.358321,574.861083,1 
"53005","0107.03","3","53","04020"," "," ","04020","u","04","50052","WA","Benton WA","53","53","Kiona-Benton School District","Kiona-Benton School District","WA- RICHLAND",-119.483115,46.323896,57.486108,0.042023 
"53005","0107.03","3","53","07320"," "," ","07320","u","04","50052","WA","Benton WA","53","53","Richland School District","Richland School District","WA- RICHLAND",-119.368824,46.307422,1310.470359,0.957976 
"53005","0107.05","1","53","07320"," "," ","07320","u","04","50052","WA","Benton WA","53","53","Richland School District","Richland School District","WA- RICHLAND",-119.335253,46.265489,1052.847429,1 
"53005","0107.05","2","53","07320"," "," ","07320","u","04","50052","WA","Benton WA","53","53","Richland School District","Richland School District","WA- RICHLAND",-119.335366,46.279316,718.576354,1 
"53005","0107.05","3","53","07320"," "," ","07320","u","04","50052","WA","Benton WA","53","53","Richland School District","Richland School District","WA- RICHLAND",-119.351576,46.271181,1416.926115,1 
"53005","0107.05","4","53","07320"," "," ","07320","u","04","50052","WA","Benton WA","53","53","Richland School District","Richland School District","WA- RICHLAND",-119.353121,46.28095,2419.739338,1 
"53005","0107.07","1","53","07320"," "," ","07320","u","04","50052","WA","Benton WA","53","53","Richland School District","Richland School District","WA- RICHLAND",-119.361904,46.277978,1792.714934,1 
"53005","0107.07","2","53","07320"," "," ","07320","u","04","50052","WA","Benton WA","53","53","Richland School District","Richland School District","WA- RICHLAND",-119.359894,46.266135,674.929494,1 
"53005","0107.07","3","53","07320"," "," ","07320","u","04","50052","WA","Benton WA","53","53","Richland School District","Richland School District","WA- RICHLAND",-119.374039,46.283343,184.168458,1 
"53005","0107.08","1","53","07320"," "," ","07320","u","04","50052","WA","Benton WA","53","53","Richland School District","Richland School District","WA- RICHLAND",-119.358072,46.292871,381.111607,1 
"53005","0107.08","2","53","07320"," "," ","07320","u","04","50052","WA","Benton WA","53","53","Richland School District","Richland School District","WA- RICHLAND",-119.374492,46.296288,599.345907,1 
"53005","0107.08","3","53","07320"," "," ","07320","u","04","50052","WA","Benton WA","53","53","Richland School District","Richland School District","WA- RICHLAND",-119.342509,46.29243,1133.753803,1 
"53005","0107.08","4","53","07320"," "," ","07320","u","04","50052","WA","Benton WA","53","53","Richland School District","Richland School District","WA- RICHLAND",-119.333626,46.291586,483.309133,1 
"53005","0108.03","1","53","07320"," "," ","07320","u","04","50052","WA","Benton WA","53","53","Richland School District","Richland School District","WA- RICHLAND",-119.29895,46.24066,1534.027447,1 
"53005","0108.03","2","53","07320"," "," ","07320","u","04","50052","WA","Benton WA","53","53","Richland School District","Richland School District","WA- RICHLAND",-119.305497,46.2572,816.51565,1 
"53005","0108.03","3","53","03930"," "," ","03930","u","04","50052","WA","Benton WA","53","53","Kennewick School District","Kennewick School District","WA- RICHLAND",-119.267366,46.2127,2.129115,0.000637 
"53005","0108.03","3","53","07320"," "," ","07320","u","04","50028","WA","Benton WA","53","53","Richland School District","Richland School District","WA- KENNEWICK",-119.266722,46.213431,4.25823,0.001275 
"53005","0108.03","3","53","07320"," "," ","07320","u","04","50052","WA","Benton WA","53","53","Richland School District","Richland School District","WA- RICHLAND",-119.272902,46.22515,3334.194283,0.998088 
"53005","0108.03","4","53","07320"," "," ","07320","u","04","50052","WA","Benton WA","53","53","Richland School District","Richland School District","WA- RICHLAND",-119.328466,46.252312,1430.765363,1 
"53005","0108.05","1","53","07320"," "," ","07320","u","04","50052","WA","Benton WA","53","53","Richland School District","Richland School District","WA- RICHLAND",-119.273033,46.242435,1777.811128,1 
"53005","0108.05","2","53","07320"," "," ","07320","u","04","50052","WA","Benton WA","53","53","Richland School District","Richland School District","WA- RICHLAND",-119.270103,46.235075,1336.01974,1 
"53005","0108.05","3","53","03930"," "," ","03930","u","04"," ","WA","Benton WA","53","53","Kennewick School District","Kennewick School District"," ",-119.239698,46.246516,0,0 
"53005","0108.05","3","53","03930"," "," ","03930","u","04","50028","WA","Benton WA","53","53","Kennewick School District","Kennewick School District","WA- KENNEWICK",-119.218183,46.235004,326.819171,0.567467 
"53005","0108.05","3","53","03930"," "," ","03930","u","04","50052","WA","Benton WA","53","53","Kennewick School District","Kennewick School District","WA- RICHLAND",-119.229774,46.236917,249.106469,0.432532 
"53005","0108.05","3","53","07320"," "," ","07320","u","04"," ","WA","Benton WA","53","53","Richland School District","Richland School District"," ",-119.252002,46.252817,0,0 
"53005","0108.05","3","53","07320"," "," ","07320","u","04","50052","WA","Benton WA","53","53","Richland School District","Richland School District","WA- RICHLAND",-119.243726,46.235843,0,0 
"53005","0108.05","4","53","07320"," "," ","07320","u","04","50052","WA","Benton WA","53","53","Richland School District","Richland School District","WA- RICHLAND",-119.256592,46.232419,2609.230584,1 
"53005","0108.07","1","53","04020"," "," ","04020","u","04","50028","WA","Benton WA","53","53","Kiona-Benton School District","Kiona-Benton School District","WA- KENNEWICK",-119.404087,46.214382,403.467316,0.350277 
"53005","0108.07","1","53","04020"," "," ","04020","u","04","50052","WA","Benton WA","53","53","Kiona-Benton School District","Kiona-Benton School District","WA- RICHLAND",-119.4112,46.236302,315.109038,0.273567 
"53005","0108.07","1","53","06900"," "," ","06900","u","04","50028","WA","Benton WA","53","53","Prosser School District","Prosser School District","WA- KENNEWICK",-119.444438,46.182236,2.129115,0.001848 
"53005","0108.07","1","53","07320"," "," ","07320","u","04","50028","WA","Benton WA","53","53","Richland School District","Richland School District","WA- KENNEWICK",-119.410077,46.22843,4.25823,0.003697 
"53005","0108.07","1","53","07320"," "," ","07320","u","04","50052","WA","Benton WA","53","53","Richland School District","Richland School District","WA- RICHLAND",-119.355709,46.256235,426.887582,0.37061 
"53005","0108.09","1","53","03930"," "," ","03930","u","04","50028","WA","Benton WA","53","53","Kennewick School District","Kennewick School District","WA- KENNEWICK",-119.238839,46.218701,1983.270738,0.949541 
"53005","0108.09","1","53","03930"," "," ","03930","u","04","50052","WA","Benton WA","53","53","Kennewick School District","Kennewick School District","WA- RICHLAND",-119.243437,46.216525,105.391199,0.050459 
"53005","0108.09","2","53","03930"," "," ","03930","u","04","50028","WA","Benton WA","53","53","Kennewick School District","Kennewick School District","WA- KENNEWICK",-119.239058,46.230749,799.482729,0.413091 
"53005","0108.09","2","53","07320"," "," ","07320","u","04","50028","WA","Benton WA","53","53","Richland School District","Richland School District","WA- KENNEWICK",-119.245733,46.231498,469.469885,0.242574 
"53005","0108.09","2","53","07320"," "," ","07320","u","04","50052","WA","Benton WA","53","53","Richland School District","Richland School District","WA- RICHLAND",-119.246918,46.229506,666.413034,0.344334 
"53005","0108.09","3","53","03930"," "," ","03930","u","04","50028","WA","Benton WA","53","53","Kennewick School District","Kennewick School District","WA- KENNEWICK",-119.234238,46.212912,2379.286151,1 
"53005","0108.09","3","53","03930"," "," ","03930","u","04","50052","WA","Benton WA","53","53","Kennewick School District","Kennewick School District","WA- RICHLAND",-119.243225,46.212084,0,0 
"53005","0108.10","1","53","03930"," "," ","03930","u","04","50028","WA","Benton WA","53","53","Kennewick School District","Kennewick School District","WA- KENNEWICK",-119.269682,46.205581,1516.994526,1 
"53005","0108.10","2","53","03930"," "," ","03930","u","04","50052","WA","Benton WA","53","53","Kennewick School District","Kennewick School District","WA- RICHLAND",-119.243995,46.215064,0,0 
"53005","0108.10","2","53","07320"," "," ","07320","u","04","50052","WA","Benton WA","53","53","Richland School District","Richland School District","WA- RICHLAND",-119.252869,46.222451,2649.683771,1 
"53005","0108.10","3","53","03930"," "," ","03930","u","04","50028","WA","Benton WA","53","53","Kennewick School District","Kennewick School District","WA- KENNEWICK",-119.264082,46.212053,30.872169,0.045741 
"53005","0108.10","3","53","03930"," "," ","03930","u","04","50052","WA","Benton WA","53","53","Kennewick School District","Kennewick School District","WA- RICHLAND",-119.25995,46.210876,175.651998,0.260252 
"53005","0108.10","3","53","07320"," "," ","07320","u","04","50028","WA","Benton WA","53","53","Richland School District","Richland School District","WA- KENNEWICK",-119.264417,46.213566,44.711418,0.066246 
"53005","0108.10","3","53","07320"," "," ","07320","u","04","50052","WA","Benton WA","53","53","Richland School District","Richland School District","WA- RICHLAND",-119.259114,46.214581,423.69391,0.62776 
"53005","0108.11","1","53","03930"," "," ","03930","u","04","50028","WA","Benton WA","53","53","Kennewick School District","Kennewick School District","WA- KENNEWICK",-119.290254,46.212033,84.100047,0.052949 
"53005","0108.11","1","53","03930"," "," ","03930","u","04","50052","WA","Benton WA","53","53","Kennewick School District","Kennewick School District","WA- RICHLAND",-119.275493,46.210963,138.392483,0.087131 
"53005","0108.11","1","53","07320"," "," ","07320","u","04","50052","WA","Benton WA","53","53","Richland School District","Richland School District","WA- RICHLAND",-119.295851,46.229184,1365.827352,0.85992 
"53005","0108.11","2","53","03930"," "," ","03930","u","04","50028","WA","Benton WA","53","53","Kennewick School District","Kennewick School District","WA- KENNEWICK",-119.293859,46.205312,1420.119787,0.829602 
"53005","0108.11","2","53","03930"," "," ","03930","u","04","50052","WA","Benton WA","53","53","Kennewick School District","Kennewick School District","WA- RICHLAND",-119.280574,46.210215,228.879876,0.133706 
