GISJOIN,BlockGroup,STATEA,COUNTYA,TRACTA,BLKGRPA,ADNEE001,ADNEE002,ADNEE003,ADNEE004,ADNEE005,ADNEE006,ADNEE007,ADNEE008,ADPYE001,ADRKE001,ADRWE001
G53001100404091,530110404091,53,11,40409,1,1169,12,38,0,2,20,0,1097,531,,268000
G53001100404092,530110404092,53,11,40409,2,527,12,17,0,59,40,11,388,231,,383800
G53001100404111,530110404111,53,11,40411,1,1472,34,55,18,12,71,67,1215,713,1193,304200
G53001100404112,530110404112,53,11,40411,2,624,33,78,14,7,42,6,444,308,994,240400
G53001100404121,530110404121,53,11,40412,1,2163,21,182,86,9,112,21,1732,895,1239,297200
G53001100404122,530110404122,53,11,40412,2,2291,70,79,0,54,171,35,1882,880,1435,250300
G53001100404131,530110404131,53,11,40413,1,2067,67,89,136,23,245,20,1487,752,1141,239700
G53001100404132,530110404132,53,11,40413,2,836,42,57,20,105,60,33,519,354,878,163500
G53001100404141,530110404141,53,11,40414,1,786,6,0,0,7,16,0,757,310,,277800
G53001100404142,530110404142,53,11,40414,2,2783,93,195,31,112,450,176,1726,834,1347,225600
G53001100404143,530110404143,53,11,40414,3,2382,8,146,114,108,90,38,1878,766,1278,223600
G53001100404151,530110404151,53,11,40415,1,1885,8,504,101,30,99,0,1143,732,791,206200
G53001100404152,530110404152,53,11,40415,2,2357,8,133,56,40,170,0,1950,694,1423,221000
G53001100404161,530110404161,53,11,40416,1,1213,0,70,31,0,56,0,1056,437,1139,320000
G53001100404162,530110404162,53,11,40416,2,997,0,0,9,0,29,29,930,378,,309900
G53001100404163,530110404163,53,11,40416,3,1204,57,21,0,49,56,47,974,348,1396,258100
G53001100405041,530110405041,53,11,40504,1,2098,172,90,80,180,45,297,1234,741,1477,243200
G53001100405042,530110405042,53,11,40504,2,1528,0,67,162,0,191,19,1089,503,,300300
G53001100405043,530110405043,53,11,40504,3,988,0,27,23,0,74,20,844,344,,362100
G53001100405051,530110405051,53,11,40505,1,2208,14,70,0,45,53,21,2005,686,867,360500
G53001100405052,530110405052,53,11,40505,2,1906,31,9,0,40,65,0,1761,736,,366000
G53001100405053,530110405053,53,11,40505,3,1832,28,51,14,24,173,50,1492,593,959,313000
G53001100405071,530110405071,53,11,40507,1,885,89,108,53,48,12,29,546,381,708,235600
G53001100405072,530110405072,53,11,40507,2,1389,42,119,119,79,150,73,807,476,870,47900
G53001100405081,530110405081,53,11,40508,1,2028,0,112,61,89,169,71,1526,813,890,231200
G53001100405082,530110405082,53,11,40508,2,2163,44,58,72,68,57,76,1788,768,1744,281300
G53001100405083,530110405083,53,11,40508,3,2398,18,0,23,0,130,229,1998,841,1651,230100
G53001100405091,530110405091,53,11,40509,1,1538,225,128,58,119,208,33,767,602,928,153800
G53001100405092,530110405092,53,11,40509,2,1615,63,162,96,187,91,45,971,685,796,144400
G53001100405101,530110405101,53,11,40510,1,1574,82,89,62,16,26,19,1280,568,1259,344700
G53001100405102,530110405102,53,11,40510,2,1289,48,47,0,194,12,17,971,523,,320000
G53001100405103,530110405103,53,11,40510,3,2229,43,67,85,7,118,51,1858,937,,345700
G53001100405111,530110405111,53,11,40511,1,982,99,55,5,0,77,0,746,331,,396700
G53001100405112,530110405112,53,11,40511,2,1325,21,16,5,49,4,54,1176,479,1313,287500
G53001100406031,530110406031,53,11,40603,1,910,13,25,1,42,0,56,773,276,,423100
G53001100406032,530110406032,53,11,40603,2,964,155,49,30,26,21,0,683,489,780,245800
G53001100406033,530110406033,53,11,40603,3,1177,42,20,26,45,130,0,914,475,,390400
G53001100406034,530110406034,53,11,40603,4,1465,44,13,108,0,316,0,984,503,1234,353700
G53001100406041,530110406041,53,11,40604,1,2577,223,306,67,35,205,85,1656,845,1335,205300
G53001100406042,530110406042,53,11,40604,2,2079,43,271,76,16,101,0,1572,630,1357,230600
G53001100406043,530110406043,53,11,40604,3,1422,28,163,31,144,0,39,1017,431,1358,271300
G53001100406051,530110406051,53,11,40605,1,1172,62,11,0,43,0,11,1045,404,,332900
G53001100406052,530110406052,53,11,40605,2,696,6,0,0,38,0,12,640,263,,186800
G53001100406053,530110406053,53,11,40605,3,3236,36,28,42,211,123,18,2778,1211,1262,339800
G53001100406081,530110406081,53,11,40608,1,1127,65,2,28,86,0,2,944,409,1099,586800
G53001100406082,530110406082,53,11,40608,2,3131,37,0,0,0,18,15,3061,986,1940,307500
G53001100406091,530110406091,53,11,40609,1,2358,0,31,27,86,52,6,2156,717,2413,405700
G53001100406092,530110406092,53,11,40609,2,2433,10,0,10,14,106,41,2252,773,2104,394700
G53001100406101,530110406101,53,11,40610,1,2275,11,18,0,17,94,19,2116,699,1403,389900
G53001100406102,530110406102,53,11,40610,2,1221,10,11,0,0,0,23,1177,448,1456,312100
G53001100407031,530110407031,53,11,40703,1,2423,73,9,3,235,243,0,1860,831,,167400
G53001100407032,530110407032,53,11,40703,2,2307,5,92,424,5,283,26,1472,737,1391,196500
G53001100407033,530110407033,53,11,40703,3,820,127,0,0,93,41,0,559,346,,194800
G53001100407034,530110407034,53,11,40703,4,1134,56,348,0,31,66,87,546,391,,152900
G53001100407061,530110407061,53,11,40706,1,2088,147,119,207,197,212,14,1192,933,863,135100
G53001100407062,530110407062,53,11,40706,2,1431,11,164,303,44,67,0,842,486,954,186200
G53001100407071,530110407071,53,11,40707,1,745,0,43,18,94,49,20,521,277,884,158300
G53001100407072,530110407072,53,11,40707,2,1175,31,21,0,300,158,68,597,351,1392,157100
G53001100407073,530110407073,53,11,40707,3,1219,3,51,29,25,0,0,1111,495,983,200400
G53001100407091,530110407091,53,11,40709,1,3342,79,86,338,155,404,232,2048,1158,995,270300
G53001100407092,530110407092,53,11,40709,2,1048,26,17,42,197,18,0,748,381,960,328800
G53001100407101,530110407101,53,11,40710,1,1336,27,56,100,42,66,17,1028,560,1034,300400
G53001100407102,530110407102,53,11,40710,2,1203,0,52,0,14,63,11,1063,386,777,324200
G53001100407103,530110407103,53,11,40710,3,2992,45,23,70,35,123,8,2688,1100,1027,286900
G53001100407111,530110407111,53,11,40711,1,1783,146,330,273,406,179,0,449,525,894,175500
G53001100407112,530110407112,53,11,40711,2,1921,0,48,58,141,232,84,1358,577,1574,196500
G53001100407121,530110407121,53,11,40712,1,2003,32,51,117,135,93,12,1563,675,1430,188000
G53001100407122,530110407122,53,11,40712,2,1087,67,50,0,30,14,0,926,345,673,183600
G53001100407123,530110407123,53,11,40712,3,1172,79,97,0,10,28,130,828,334,1201,174100
G53001100407124,530110407124,53,11,40712,4,1602,0,57,0,33,64,0,1448,484,1277,215300
G53001100408031,530110408031,53,11,40803,1,1682,111,171,50,128,307,0,915,647,833,271500
G53001100408032,530110408032,53,11,40803,2,1665,0,47,9,62,0,0,1547,580,,308600
G53001100408033,530110408033,53,11,40803,3,1101,0,4,0,0,0,0,1097,395,,261500
G53001100408034,530110408034,53,11,40803,4,1020,0,18,0,195,34,2,771,311,,225400
G53001100408051,530110408051,53,11,40805,1,1041,46,94,0,0,0,0,901,381,,415000
G53001100408052,530110408052,53,11,40805,2,2358,18,136,122,15,0,15,2052,771,1403,283900
G53001100408053,530110408053,53,11,40805,3,487,23,38,19,60,0,16,331,270,,324400
G53001100408054,530110408054,53,11,40805,4,2304,107,36,69,170,21,0,1901,849,1346,195800
G53001100408061,530110408061,53,11,40806,1,2120,49,43,0,24,97,7,1900,708,1474,237000
G53001100408062,530110408062,53,11,40806,2,1183,80,70,7,48,122,20,836,394,1479,185200
G53001100408063,530110408063,53,11,40806,3,1764,82,51,76,46,151,24,1334,514,1375,188800
G53001100408081,530110408081,53,11,40808,1,1789,58,171,76,97,139,59,1189,644,968,191800
G53001100408091,530110408091,53,11,40809,1,614,204,96,20,35,9,0,250,214,1299,228500
G53001100408092,530110408092,53,11,40809,2,2171,85,342,384,580,42,84,654,929,885,181100
G53001100408093,530110408093,53,11,40809,3,1355,40,1,77,14,10,1,1212,482,1673,250600
G53001100408094,530110408094,53,11,40809,4,2049,31,24,141,0,38,135,1680,628,,245700
G53001100408101,530110408101,53,11,40810,1,1003,73,73,9,0,47,36,765,467,1007,192200
G53001100408102,530110408102,53,11,40810,2,1720,33,0,46,0,0,4,1637,657,1333,207900
G53001100409041,530110409041,53,11,40904,1,1010,79,13,15,1,2,2,898,350,1590,257200
G53001100409042,530110409042,53,11,40904,2,1110,110,203,39,65,157,0,536,428,868,199200
G53001100409043,530110409043,53,11,40904,3,2177,455,538,193,149,137,15,690,979,758,183700
G53001100409044,530110409044,53,11,40904,4,2186,20,41,93,74,0,145,1813,784,1423,237500
G53001100409051,530110409051,53,11,40905,1,1581,93,31,11,0,16,59,1371,647,584,385800
G53001100409052,530110409052,53,11,40905,2,1344,10,0,22,8,25,0,1279,582,852,408100
G53001100409071,530110409071,53,11,40907,1,2577,98,12,0,20,14,0,2433,867,1703,414300
G53001100409072,530110409072,53,11,40907,2,2521,20,111,37,36,26,37,2254,858,1594,330300
G53001100409081,530110409081,53,11,40908,1,1645,0,3,9,3,0,87,1543,540,1618,355200
G53001100409082,530110409082,53,11,40908,2,991,66,0,0,0,0,28,897,455,1484,229300
G53001100409083,530110409083,53,11,40908,3,2937,57,151,34,32,169,63,2431,932,1464,268300
G53001100409084,530110409084,53,11,40908,4,1025,0,39,44,18,87,0,837,395,,226300
G53001100409091,530110409091,53,11,40909,1,2225,97,20,66,22,114,0,1906,1055,1522,188500
G53001100409092,530110409092,53,11,40909,2,2128,65,27,51,32,59,81,1813,982,1235,223200
G53001100409093,530110409093,53,11,40909,3,761,1,2,1,100,30,0,627,274,,230200
G53001100409101,530110409101,53,11,40910,1,1818,32,93,34,126,14,36,1483,577,1565,263400
G53001100409102,530110409102,53,11,40910,2,2635,61,161,42,149,49,64,2109,901,1313,262600
G53001100410031,530110410031,53,11,41003,1,875,29,80,0,11,24,8,723,352,1146,231200
G53001100410032,530110410032,53,11,41003,2,1441,74,90,81,172,47,0,977,608,949,207500
G53001100410033,530110410033,53,11,41003,3,584,10,14,0,0,0,0,560,265,1406,279900
G53001100410034,530110410034,53,11,41003,4,975,0,113,0,10,9,22,821,372,,259400
G53001100410051,530110410051,53,11,41005,1,1443,184,269,73,158,66,113,580,654,810,129600
G53001100410052,530110410052,53,11,41005,2,948,160,150,237,108,28,0,265,344,434,30600
G53001100410071,530110410071,53,11,41007,1,1036,32,40,21,26,36,19,862,397,2185,218200
G53001100410072,530110410072,53,11,41007,2,1360,184,245,103,13,160,0,655,590,752,204100
G53001100410073,530110410073,53,11,41007,3,822,22,62,0,40,8,0,690,342,,192000
G53001100410081,530110410081,53,11,41008,1,1054,34,27,1,27,27,1,937,423,,282000
G53001100410082,530110410082,53,11,41008,2,1613,57,33,161,0,162,12,1188,610,1179,185000
G53001100410083,530110410083,53,11,41008,3,1358,35,0,89,0,25,0,1209,498,2205,377600
G53001100410091,530110410091,53,11,41009,1,1822,91,150,33,24,410,162,952,771,934,245600
G53001100410092,530110410092,53,11,41009,2,1006,60,121,40,53,163,29,540,540,731,72600
G53001100410093,530110410093,53,11,41009,3,870,0,9,0,0,114,130,617,401,1114,213500
G53001100410101,530110410101,53,11,41010,1,1781,78,214,188,93,205,77,926,835,902,42400
G53001100410102,530110410102,53,11,41010,2,2206,172,261,143,98,183,37,1312,942,885,227700
G53001100410111,530110410111,53,11,41011,1,1708,136,11,57,64,254,12,1174,693,1125,170600
G53001100410112,530110410112,53,11,41011,2,1316,0,0,0,81,0,0,1235,506,950,214000
G53001100411041,530110411041,53,11,41104,1,2120,45,553,89,32,123,74,1204,684,1224,168000
G53001100411042,530110411042,53,11,41104,2,2321,99,483,83,421,255,110,870,732,915,181000
G53001100411051,530110411051,53,11,41105,1,2177,73,67,98,117,94,65,1663,958,1058,199900
G53001100411052,530110411052,53,11,41105,2,1581,67,0,0,128,72,50,1264,663,1278,189300
G53001100411053,530110411053,53,11,41105,3,1450,90,122,0,38,94,25,1081,519,1698,197200
G53001100411071,530110411071,53,11,41107,1,1541,26,8,8,8,61,32,1398,606,1684,265600
G53001100411072,530110411072,53,11,41107,2,1039,19,16,46,62,149,0,747,422,1190,203900
G53001100411081,530110411081,53,11,41108,1,2438,29,81,241,202,439,19,1427,1442,1240,177300
G53001100411082,530110411082,53,11,41108,2,2164,50,83,0,134,459,52,1386,996,954,167700
G53001100411083,530110411083,53,11,41108,3,1681,201,141,323,17,104,0,895,847,1025,146900
G53001100411101,530110411101,53,11,41110,1,1071,30,20,8,10,14,113,876,418,1286,199000
G53001100411102,530110411102,53,11,41110,2,2146,69,257,171,167,102,55,1325,935,876,201800
G53001100411103,530110411103,53,11,41110,3,2862,140,160,94,553,377,57,1481,1099,1018,216600
G53001100411111,530110411111,53,11,41111,1,1801,31,520,40,333,294,64,519,707,757,144400
G53001100411112,530110411112,53,11,41111,2,1646,161,98,4,378,184,76,745,626,833,
G53001100411121,530110411121,53,11,41112,1,1244,0,48,0,232,141,0,823,434,1223,195400
G53001100411122,530110411122,53,11,41112,2,1167,16,3,28,40,0,28,1052,475,1417,194700
G53001100411123,530110411123,53,11,41112,3,1738,408,455,158,59,62,0,596,741,698,158600
G53001100411124,530110411124,53,11,41112,4,1784,93,25,31,370,295,138,832,729,1085,
G53001100412011,530110412011,53,11,41201,1,784,25,76,2,0,171,1,509,270,953,162900
G53001100412012,530110412012,53,11,41201,2,1304,42,235,58,231,68,0,670,575,897,179900
G53001100412013,530110412013,53,11,41201,3,1121,81,8,49,0,0,38,945,508,1233,230400
G53001100412014,530110412014,53,11,41201,4,2309,237,105,36,136,304,85,1406,1191,1060,121900
G53001100412015,530110412015,53,11,41201,5,847,33,0,0,0,0,0,814,418,,362500
G53001100412031,530110412031,53,11,41203,1,1774,89,9,170,11,213,164,1118,760,969,154600
G53001100412032,530110412032,53,11,41203,2,1788,295,1,85,0,21,0,1386,587,1287,199300
G53001100412033,530110412033,53,11,41203,3,1524,110,109,27,36,114,21,1107,517,960,191600
G53001100412051,530110412051,53,11,41205,1,1787,141,129,95,182,182,15,1043,845,1053,178800
G53001100412052,530110412052,53,11,41205,2,1772,59,98,82,21,134,78,1300,824,1078,204000
G53001100412053,530110412053,53,11,41205,3,935,67,51,103,530,29,84,71,408,818,137500
G53001100412061,530110412061,53,11,41206,1,1084,27,0,0,0,8,59,990,415,,198700
G53001100412062,530110412062,53,11,41206,2,1672,37,30,0,44,78,9,1474,752,1302,204000
G53001100412063,530110412063,53,11,41206,3,1948,87,46,19,180,91,64,1461,825,1039,167300
G53001100413091,530110413091,53,11,41309,1,1898,115,208,213,1,66,48,1247,586,1201,283300
G53001100413092,530110413092,53,11,41309,2,1722,73,267,166,15,51,93,1057,735,939,225200
G53001100413093,530110413093,53,11,41309,3,1638,85,11,61,44,63,77,1297,577,1085,257200
G53001100413101,530110413101,53,11,41310,1,1231,0,29,0,16,0,0,1186,483,,282900
G53001100413102,530110413102,53,11,41310,2,932,0,0,0,0,44,17,871,771,800,174600
G53001100413103,530110413103,53,11,41310,3,1709,171,166,207,0,47,0,1118,879,1334,281400
G53001100413104,530110413104,53,11,41310,4,900,48,46,0,83,33,0,690,409,,469500
G53001100413121,530110413121,53,11,41312,1,2113,159,373,41,215,237,126,962,1026,978,64700
G53001100413122,530110413122,53,11,41312,2,2212,149,113,312,6,246,65,1321,769,1148,92800
G53001100413131,530110413131,53,11,41313,1,2493,249,244,137,332,281,21,1229,1102,935,153100
G53001100413171,530110413171,53,11,41317,1,2285,62,183,231,53,115,86,1555,1176,1077,189700
G53001100413172,530110413172,53,11,41317,2,1185,175,41,59,49,189,8,664,577,1072,158700
G53001100413173,530110413173,53,11,41317,3,510,0,11,0,47,46,19,387,252,1305,168900
G53001100413181,530110413181,53,11,41318,1,1061,74,84,0,0,7,0,896,352,1714,196300
G53001100413182,530110413182,53,11,41318,2,1520,100,239,0,281,140,245,515,585,897,155400
G53001100413183,530110413183,53,11,41318,3,2103,35,191,35,40,382,23,1397,814,1288,156300
G53001100413184,530110413184,53,11,41318,4,425,35,0,0,0,0,0,390,201,,212700
G53001100413191,530110413191,53,11,41319,1,2005,118,0,9,11,180,104,1583,756,1413,272000
G53001100413192,530110413192,53,11,41319,2,2330,51,576,104,37,105,0,1457,914,928,291700
G53001100413193,530110413193,53,11,41319,3,1034,36,43,24,0,24,0,907,447,1369,244500
G53001100413201,530110413201,53,11,41320,1,2925,376,11,27,337,325,0,1849,772,1123,187000
G53001100413202,530110413202,53,11,41320,2,1027,96,0,0,76,72,189,594,350,1624,188800
G53001100413203,530110413203,53,11,41320,3,885,43,12,72,0,180,0,578,315,886,156700
G53001100413204,530110413204,53,11,41320,4,1993,76,126,57,14,55,108,1557,811,1006,195800
G53001100413211,530110413211,53,11,41321,1,2128,92,0,38,69,169,14,1746,785,1188,204500
G53001100413212,530110413212,53,11,41321,2,821,62,32,22,7,33,0,665,300,1321,220700
G53001100413221,530110413221,53,11,41322,1,2281,42,238,1,40,250,267,1443,927,961,188100
G53001100413222,530110413222,53,11,41322,2,685,112,31,76,17,6,14,429,313,964,155400
G53001100413223,530110413223,53,11,41322,3,1788,199,111,262,83,187,0,946,747,896,194700
G53001100413231,530110413231,53,11,41323,1,1815,203,136,56,501,128,82,709,700,1084,186000
G53001100413232,530110413232,53,11,41323,2,2060,100,260,90,227,221,60,1102,1044,948,
G53001100413233,530110413233,53,11,41323,3,804,4,4,0,0,38,76,682,313,,195200
G53001100413234,530110413234,53,11,41323,4,576,24,64,0,0,0,116,372,216,1317,275000
G53001100413251,530110413251,53,11,41325,1,2152,26,38,8,45,22,38,1975,876,1790,316300
G53001100413252,530110413252,53,11,41325,2,1606,43,18,15,0,45,127,1358,502,,274000
G53001100413253,530110413253,53,11,41325,3,1338,20,59,0,62,27,0,1170,447,1656,414500
G53001100413261,530110413261,53,11,41326,1,2563,257,141,16,67,122,74,1886,823,1306,181100
G53001100413271,530110413271,53,11,41327,1,2305,144,613,78,142,0,95,1233,693,1606,253700
G53001100413272,530110413272,53,11,41327,2,2540,268,235,0,196,35,0,1806,762,1538,242300
G53001100413273,530110413273,53,11,41327,3,1143,0,48,46,0,113,0,936,398,,205300
G53001100413274,530110413274,53,11,41327,4,2612,0,18,104,0,328,0,2162,795,,304100
G53001100413281,530110413281,53,11,41328,1,1987,145,67,140,249,144,71,1171,875,1182,211800
G53001100413282,530110413282,53,11,41328,2,1194,48,0,0,0,203,59,884,434,1308,283200
G53001100413283,530110413283,53,11,41328,3,3052,63,55,38,32,124,42,2698,1272,1366,243000
G53001100413291,530110413291,53,11,41329,1,2475,8,29,7,51,73,7,2300,947,1615,253100
G53001100413292,530110413292,53,11,41329,2,1871,72,36,198,70,36,24,1435,686,1354,200500
G53001100413301,530110413301,53,11,41330,1,1277,28,83,165,81,102,11,807,459,1232,188300
G53001100413302,530110413302,53,11,41330,2,914,8,116,126,29,21,122,492,388,1201,165600
G53001100413303,530110413303,53,11,41330,3,2085,22,16,48,197,62,45,1695,673,1353,168100
G53001100413311,530110413311,53,11,41331,1,2165,152,148,279,333,117,20,1116,756,999,163800
G53001100413312,530110413312,53,11,41331,2,728,15,23,0,0,27,0,663,242,1250,184600
G53001100413321,530110413321,53,11,41332,1,2127,99,403,49,16,28,104,1428,730,1295,182200
G53001100413322,530110413322,53,11,41332,2,1715,85,65,40,220,116,143,1046,515,1338,165000
G53001100413331,530110413331,53,11,41333,1,1566,137,85,72,131,148,40,953,590,1359,168800
G53001100413332,530110413332,53,11,41333,2,1531,16,24,24,0,151,0,1316,467,1412,191400
G53001100414001,530110414001,53,11,41400,1,713,0,19,45,0,80,0,569,309,879,174500
G53001100414002,530110414002,53,11,41400,2,2251,35,67,148,64,199,58,1680,918,1139,241100
G53001100414003,530110414003,53,11,41400,3,2293,69,0,0,185,63,87,1889,915,1066,268500
G53001100415001,530110415001,53,11,41500,1,1082,87,163,25,26,30,144,607,510,836,171800
G53001100415002,530110415002,53,11,41500,2,993,87,59,36,16,70,19,706,322,1006,176800
G53001100415003,530110415003,53,11,41500,3,733,22,0,54,0,35,21,601,294,896,257800
G53001100416001,530110416001,53,11,41600,1,1916,126,583,126,56,94,178,753,854,905,117300
G53001100416002,530110416002,53,11,41600,2,948,79,161,33,262,98,26,289,431,642,118800
G53001100416003,530110416003,53,11,41600,3,601,29,68,25,0,28,0,451,273,833,
G53001100417001,530110417001,53,11,41700,1,1938,287,241,69,243,202,39,857,915,856,152100
G53001100417002,530110417002,53,11,41700,2,1773,304,165,152,59,89,67,937,790,771,142000
G53001100418001,530110418001,53,11,41800,1,1384,180,148,120,77,151,45,663,658,883,125700
