county,tract,bg,state,BlockGroup,sduni14,sdelm14,sdsec14,sdbest14,sdbesttype14,cd114,hsa,stab,cntyname,eschlnm14,sschlnm14,uschlnm14,bschlnm14,hsaname,intptlon,intptlat,pop14,afact
53033,116.00,1,53,530330116001,7710, , ,7710,u,7,50054,WA,King WA,53,53,Seattle School District,Seattle School District,WA- SEATTLE,-122.384655,47.53796,1295.638367,1
53033,116.00,2,53,530330116002,7710, , ,7710,u,7,50054,WA,King WA,53,53,Seattle School District,Seattle School District,WA- SEATTLE,-122.384912,47.531846,1010.231744,1
53033,116.00,3,53,530330116003,7710, , ,7710,u,7,50054,WA,King WA,53,53,Seattle School District,Seattle School District,WA- SEATTLE,-122.385813,47.525798,1337.641606,1
53033,116.00,4,53,530330116004,7710, , ,7710,u,7,50054,WA,King WA,53,53,Seattle School District,Seattle School District,WA- SEATTLE,-122.383125,47.519616,1086.699179,1
53033,116.00,5,53,530330116005,7710, , ,7710,u,7, ,WA,King WA,53,53,Seattle School District,Seattle School District, ,-122.397346,47.522039,0,0
53033,116.00,5,53,530330116005,7710, , ,7710,u,7,50054,WA,King WA,53,53,Seattle School District,Seattle School District,WA- SEATTLE,-122.391666,47.523907,897.146101,1
53033,116.00,6,53,530330116006,7710, , ,7710,u,7, ,WA,King WA,53,53,Seattle School District,Seattle School District, ,-122.400398,47.523311,0,0
53033,116.00,6,53,530330116006,7710, , ,7710,u,7,50054,WA,King WA,53,53,Seattle School District,Seattle School District,WA- SEATTLE,-122.392127,47.536246,1279.483275,1
53033,117.00,1,53,530330117001,7710, , ,7710,u,9,50054,WA,King WA,53,53,Seattle School District,Seattle School District,WA- SEATTLE,-122.279502,47.526868,1626.279247,1
53033,117.00,2,53,530330117002,7710, , ,7710,u,9,50054,WA,King WA,53,53,Seattle School District,Seattle School District,WA- SEATTLE,-122.28721,47.522638,1644.588351,1
53033,117.00,3,53,530330117003,7710, , ,7710,u,9,50054,WA,King WA,53,53,Seattle School District,Seattle School District,WA- SEATTLE,-122.285031,47.525769,1477.652402,1
53033,117.00,4,53,530330117004,7710, , ,7710,u,9,50054,WA,King WA,53,53,Seattle School District,Seattle School District,WA- SEATTLE,-122.27345,47.514921,1215.939914,1
53033,118.00,1,53,530330118001,7710, , ,7710,u,9, ,WA,King WA,53,53,Seattle School District,Seattle School District, ,-122.260522,47.521962,0,0
53033,118.00,1,53,530330118001,7710, , ,7710,u,9,50054,WA,King WA,53,53,Seattle School District,Seattle School District,WA- SEATTLE,-122.26222,47.524621,862.681905,1
53033,118.00,2,53,530330118002,7710, , ,7710,u,9,50054,WA,King WA,53,53,Seattle School District,Seattle School District,WA- SEATTLE,-122.257834,47.516822,953.15042,1
53033,118.00,3,53,530330118003,7710, , ,7710,u,9,50054,WA,King WA,53,53,Seattle School District,Seattle School District,WA- SEATTLE,-122.264097,47.516733,1175.013681,1
53033,118.00,4,53,530330118004,7710, , ,7710,u,9,50054,WA,King WA,53,53,Seattle School District,Seattle School District,WA- SEATTLE,-122.271928,47.521324,1210.554883,1
53033,118.00,5,53,530330118005,7710, , ,7710,u,9,50054,WA,King WA,53,53,Seattle School District,Seattle School District,WA- SEATTLE,-122.274218,47.528657,1338.718612,1
53033,118.00,6,53,530330118006,7710, , ,7710,u,9,50054,WA,King WA,53,53,Seattle School District,Seattle School District,WA- SEATTLE,-122.26726,47.525243,2411.416712,1
53033,119.00,1,53,530330119001,7710, , ,7710,u,9, ,WA,King WA,53,53,Seattle School District,Seattle School District, ,-122.2361,47.51446,0,0
53033,119.00,1,53,530330119001,7710, , ,7710,u,9,50054,WA,King WA,53,53,Seattle School District,Seattle School District,WA- SEATTLE,-122.253247,47.511391,1423.802096,1
53033,119.00,2,53,530330119002,7710, , ,7710,u,9,50054,WA,King WA,53,53,Seattle School District,Seattle School District,WA- SEATTLE,-122.249289,47.504624,1583.199002,1
53033,119.00,3,53,530330119003,7710, , ,7710,u,9,50054,WA,King WA,53,53,Seattle School District,Seattle School District,WA- SEATTLE,-122.257626,47.505287,1331.179569,1
53033,119.00,4,53,530330119004,7710, , ,7710,u,9,50054,WA,King WA,53,53,Seattle School District,Seattle School District,WA- SEATTLE,-122.264915,47.498928,1603.662119,1
53033,119.00,5,53,530330119005,7710, , ,7710,u,9,50054,WA,King WA,53,53,Seattle School District,Seattle School District,WA- SEATTLE,-122.265512,47.50765,1713.516743,1
53033,120.00,1,53,530330120001,7710, , ,7710,u,7,50054,WA,King WA,53,53,Seattle School District,Seattle School District,WA- SEATTLE,-122.375451,47.514076,1165.320626,1
53033,120.00,2,53,530330120002,7710, , ,7710,u,7,50054,WA,King WA,53,53,Seattle School District,Seattle School District,WA- SEATTLE,-122.380685,47.510258,1265.482196,1
53033,120.00,3,53,530330120003,7710, , ,7710,u,7,50054,WA,King WA,53,53,Seattle School District,Seattle School District,WA- SEATTLE,-122.385741,47.514589,1176.090687,1
53033,121.00,1,53,530330121001,7710, , ,7710,u,7, ,WA,King WA,53,53,Seattle School District,Seattle School District, ,-122.387346,47.500557,0,0
53033,121.00,1,53,530330121001,7710, , ,7710,u,7,50054,WA,King WA,53,53,Seattle School District,Seattle School District,WA- SEATTLE,-122.390009,47.51065,1246.096085,1
53033,121.00,2,53,530330121002,7710, , ,7710,u,7, ,WA,King WA,53,53,Seattle School District,Seattle School District, ,-122.379984,47.496786,0,0
53033,121.00,2,53,530330121002,7710, , ,7710,u,7,50054,WA,King WA,53,53,Seattle School District,Seattle School District,WA- SEATTLE,-122.376705,47.504094,1641.357333,1
53033,201.00,1,53,530330201001,7920, , ,7920,u,7, ,WA,King WA,53,53,Shoreline School District,Shoreline School District, ,-122.389681,47.764676,0,0
53033,201.00,1,53,530330201001,7920, , ,7920,u,7,50054,WA,King WA,53,53,Shoreline School District,Shoreline School District,WA- SEATTLE,-122.379806,47.770985,1408.72401,1
53033,201.00,2,53,530330201002,7920, , ,7920,u,7, ,WA,King WA,53,53,Shoreline School District,Shoreline School District, ,-122.391851,47.770544,0,0
53033,201.00,2,53,530330201002,7920, , ,7920,u,7,50054,WA,King WA,53,53,Shoreline School District,Shoreline School District,WA- SEATTLE,-122.387685,47.770508,953.15042,1
53033,201.00,3,53,530330201003,7920, , ,7920,u,7,50054,WA,King WA,53,53,Shoreline School District,Shoreline School District,WA- SEATTLE,-122.386617,47.775442,1037.156897,1
53033,202.00,1,53,530330202001,7920, , ,7920,u,7,50054,WA,King WA,53,53,Shoreline School District,Shoreline School District,WA- SEATTLE,-122.355907,47.774562,1307.485435,1
53033,202.00,2,53,530330202002,7920, , ,7920,u,7,50054,WA,King WA,53,53,Shoreline School District,Shoreline School District,WA- SEATTLE,-122.356369,47.767889,1283.7913,1
53033,202.00,3,53,530330202003,7920, , ,7920,u,7,50054,WA,King WA,53,53,Shoreline School District,Shoreline School District,WA- SEATTLE,-122.374487,47.773308,995.153659,1
53033,202.00,4,53,530330202004,7920, , ,7920,u,7,50054,WA,King WA,53,53,Shoreline School District,Shoreline School District,WA- SEATTLE,-122.365251,47.774436,1124.394393,1
53033,202.00,5,53,530330202005,7920, , ,7920,u,7,50054,WA,King WA,53,53,Shoreline School District,Shoreline School District,WA- SEATTLE,-122.366577,47.768529,1283.7913,1
53033,203.00,1,53,530330203001,7920, , ,7920,u,7,50054,WA,King WA,53,53,Shoreline School District,Shoreline School District,WA- SEATTLE,-122.333812,47.773944,1355.95071,1
53033,203.00,2,53,530330203002,7920, , ,7920,u,7,50054,WA,King WA,53,53,Shoreline School District,Shoreline School District,WA- SEATTLE,-122.333234,47.766962,1210.554883,1
53033,203.00,3,53,530330203003,7920, , ,7920,u,7,50054,WA,King WA,53,53,Shoreline School District,Shoreline School District,WA- SEATTLE,-122.343553,47.765419,1078.08313,1
53033,203.00,4,53,530330203004,7920, , ,7920,u,7,50054,WA,King WA,53,53,Shoreline School District,Shoreline School District,WA- SEATTLE,-122.348478,47.77302,1383.952869,1
53033,203.00,5,53,530330203005,7920, , ,7920,u,7,50054,WA,King WA,53,53,Shoreline School District,Shoreline School District,WA- SEATTLE,-122.342893,47.771587,1900.915809,1
53033,204.01,1,53,530330204011,7920, , ,7920,u,7,50054,WA,King WA,53,53,Shoreline School District,Shoreline School District,WA- SEATTLE,-122.315099,47.772224,1749.057945,1
53033,204.01,2,53,530330204012,7920, , ,7920,u,7,50054,WA,King WA,53,53,Shoreline School District,Shoreline School District,WA- SEATTLE,-122.324015,47.771235,1082.391155,1
53033,204.01,3,53,530330204013,7920, , ,7920,u,7,50054,WA,King WA,53,53,Shoreline School District,Shoreline School District,WA- SEATTLE,-122.312627,47.767841,858.373881,1
53033,204.02,1,53,530330204021,7920, , ,7920,u,7,50054,WA,King WA,53,53,Shoreline School District,Shoreline School District,WA- SEATTLE,-122.296827,47.773761,1377.490833,1
53033,204.02,2,53,530330204022,7920, , ,7920,u,7,50054,WA,King WA,53,53,Shoreline School District,Shoreline School District,WA- SEATTLE,-122.30039,47.765408,976.844554,1
53033,204.02,3,53,530330204023,7920, , ,7920,u,7,50054,WA,King WA,53,53,Shoreline School District,Shoreline School District,WA- SEATTLE,-122.296818,47.768043,777.598422,1
53033,204.02,4,53,530330204024,7920, , ,7920,u,7,50054,WA,King WA,53,53,Shoreline School District,Shoreline School District,WA- SEATTLE,-122.288849,47.767637,1101.777265,1
53033,204.02,5,53,530330204025,7920, , ,7920,u,7,50054,WA,King WA,53,53,Shoreline School District,Shoreline School District,WA- SEATTLE,-122.305816,47.773171,1547.6578,1
53033,205.00,1,53,530330205001,7920, , ,7920,u,7,50054,WA,King WA,53,53,Shoreline School District,Shoreline School District,WA- SEATTLE,-122.309698,47.759992,1555.196843,1
53033,205.00,2,53,530330205002,7920, , ,7920,u,7,50054,WA,King WA,53,53,Shoreline School District,Shoreline School District,WA- SEATTLE,-122.308725,47.754598,1125.4714,1
53033,205.00,3,53,530330205003,7920, , ,7920,u,7,50054,WA,King WA,53,53,Shoreline School District,Shoreline School District,WA- SEATTLE,-122.313286,47.750373,1280.560281,1
53033,205.00,4,53,530330205004,7920, , ,7920,u,7,50054,WA,King WA,53,53,Shoreline School District,Shoreline School District,WA- SEATTLE,-122.318618,47.754185,888.530052,1
53033,205.00,5,53,530330205005,7920, , ,7920,u,7,50054,WA,King WA,53,53,Shoreline School District,Shoreline School District,WA- SEATTLE,-122.318538,47.758524,1100.700259,1
53033,205.00,6,53,530330205006,7920, , ,7920,u,7,50054,WA,King WA,53,53,Shoreline School District,Shoreline School District,WA- SEATTLE,-122.31658,47.762923,863.758911,1
53033,206.00,1,53,530330206001,7920, , ,7920,u,7,50054,WA,King WA,53,53,Shoreline School District,Shoreline School District,WA- SEATTLE,-122.330586,47.759917,1030.694861,1
53033,206.00,2,53,530330206002,7920, , ,7920,u,7,50054,WA,King WA,53,53,Shoreline School District,Shoreline School District,WA- SEATTLE,-122.326338,47.753522,1129.779424,1
53033,206.00,3,53,530330206003,7920, , ,7920,u,7,50054,WA,King WA,53,53,Shoreline School District,Shoreline School District,WA- SEATTLE,-122.335414,47.751772,930.533291,1
53033,206.00,4,53,530330206004,7920, , ,7920,u,7,50054,WA,King WA,53,53,Shoreline School District,Shoreline School District,WA- SEATTLE,-122.337566,47.759718,851.911844,1
53033,207.00,1,53,530330207001,7920, , ,7920,u,7,50054,WA,King WA,53,53,Shoreline School District,Shoreline School District,WA- SEATTLE,-122.343032,47.753242,1205.169853,1
53033,207.00,2,53,530330207002,7920, , ,7920,u,7,50054,WA,King WA,53,53,Shoreline School District,Shoreline School District,WA- SEATTLE,-122.346299,47.759619,1364.566759,1
53033,207.00,3,53,530330207003,7920, , ,7920,u,7,50054,WA,King WA,53,53,Shoreline School District,Shoreline School District,WA- SEATTLE,-122.351503,47.754406,1274.098245,1
53033,208.00,1,53,530330208001,7920, , ,7920,u,7,50054,WA,King WA,53,53,Shoreline School District,Shoreline School District,WA- SEATTLE,-122.362493,47.762751,1285.945312,1
53033,208.00,2,53,530330208002,7920, , ,7920,u,7,50054,WA,King WA,53,53,Shoreline School District,Shoreline School District,WA- SEATTLE,-122.357389,47.756225,1340.872624,1
53033,208.00,3,53,530330208003,7920, , ,7920,u,7,50054,WA,King WA,53,53,Shoreline School District,Shoreline School District,WA- SEATTLE,-122.369204,47.757334,1054.388995,1
53033,208.00,4,53,530330208004,7920, , ,7920,u,7, ,WA,King WA,53,53,Shoreline School District,Shoreline School District, ,-122.385063,47.757026,0,0
53033,208.00,4,53,530330208004,7920, , ,7920,u,7,50054,WA,King WA,53,53,Shoreline School District,Shoreline School District,WA- SEATTLE,-122.375706,47.761842,959.612456,1
53033,209.00,1,53,530330209001,7920, , ,7920,u,7,50054,WA,King WA,53,53,Shoreline School District,Shoreline School District,WA- SEATTLE,-122.348926,47.742734,1641.357333,1
53033,209.00,2,53,530330209002,7920, , ,7920,u,7,50054,WA,King WA,53,53,Shoreline School District,Shoreline School District,WA- SEATTLE,-122.354757,47.739969,980.075573,1
53033,209.00,3,53,530330209003,7920, , ,7920,u,7, ,WA,King WA,53,53,Shoreline School District,Shoreline School District, ,-122.381077,47.741013,0,0
53033,209.00,3,53,530330209003,7920, , ,7920,u,7,50054,WA,King WA,53,53,Shoreline School District,Shoreline School District,WA- SEATTLE,-122.365098,47.745354,868.066936,1
53033,210.00,1,53,530330210001,7920, , ,7920,u,7,50054,WA,King WA,53,53,Shoreline School District,Shoreline School District,WA- SEATTLE,-122.32605,47.742218,1119.009363,1
53033,210.00,2,53,530330210002,7920, , ,7920,u,7,50054,WA,King WA,53,53,Shoreline School District,Shoreline School District,WA- SEATTLE,-122.332018,47.737111,1213.785902,1
53033,210.00,3,53,530330210003,7920, , ,7920,u,7,50054,WA,King WA,53,53,Shoreline School District,Shoreline School District,WA- SEATTLE,-122.341167,47.737504,1433.495151,1
53033,210.00,4,53,530330210004,7920, , ,7920,u,7,50054,WA,King WA,53,53,Shoreline School District,Shoreline School District,WA- SEATTLE,-122.340811,47.74513,1158.858589,1
53033,210.00,5,53,530330210005,7920, , ,7920,u,7,50054,WA,King WA,53,53,Shoreline School District,Shoreline School District,WA- SEATTLE,-122.333848,47.744465,1099.623253,1
53033,211.00,1,53,530330211001,7920, , ,7920,u,7,50054,WA,King WA,53,53,Shoreline School District,Shoreline School District,WA- SEATTLE,-122.318515,47.744886,1610.124155,1
53033,211.00,2,53,530330211002,7920, , ,7920,u,7,50054,WA,King WA,53,53,Shoreline School District,Shoreline School District,WA- SEATTLE,-122.318985,47.737929,1217.01692,1
53033,211.00,3,53,530330211003,7920, , ,7920,u,7,50054,WA,King WA,53,53,Shoreline School District,Shoreline School District,WA- SEATTLE,-122.310805,47.736113,1615.509186,1
53033,211.00,4,53,530330211004,7920, , ,7920,u,7,50054,WA,King WA,53,53,Shoreline School District,Shoreline School District,WA- SEATTLE,-122.307517,47.742946,0, 
53033,213.00,1,53,530330213001,7920, , ,7920,u,7, ,WA,King WA,53,53,Shoreline School District,Shoreline School District, ,-122.278326,47.740012,0,0
53033,213.00,1,53,530330213001,7920, , ,7920,u,7,50054,WA,King WA,53,53,Shoreline School District,Shoreline School District,WA- SEATTLE,-122.287248,47.739741,1504.577555,1
53033,213.00,2,53,530330213002,7920, , ,7920,u,7,50054,WA,King WA,53,53,Shoreline School District,Shoreline School District,WA- SEATTLE,-122.297358,47.736013,1200.861828,1
53033,213.00,3,53,530330213003,7920, , ,7920,u,7,50054,WA,King WA,53,53,Shoreline School District,Shoreline School District,WA- SEATTLE,-122.293246,47.742692,1343.026637,1
53033,214.00,1,53,530330214001,7920, , ,7920,u,7, ,WA,King WA,53,53,Shoreline School District,Shoreline School District, ,-122.272153,47.750204,0,0
53033,214.00,1,53,530330214001,7920, , ,7920,u,7,50054,WA,King WA,53,53,Shoreline School District,Shoreline School District,WA- SEATTLE,-122.284099,47.75362,1054.388995,1
53033,214.00,2,53,530330214002,7920, , ,7920,u,7,50054,WA,King WA,53,53,Shoreline School District,Shoreline School District,WA- SEATTLE,-122.294951,47.749204,1662.897455,1
53033,214.00,3,53,530330214003,7920, , ,7920,u,7,50054,WA,King WA,53,53,Shoreline School District,Shoreline School District,WA- SEATTLE,-122.2995,47.75981,1256.866147,1
53033,215.00,1,53,530330215001,7920, , ,7920,u,7,50054,WA,King WA,53,53,Shoreline School District,Shoreline School District,WA- SEATTLE,-122.282605,47.773871,1057.620014,1
53033,215.00,2,53,530330215002,5910, , ,5910,u,1,50054,WA,King WA,53,53,Northshore School District,Northshore School District,WA- SEATTLE,-122.266547,47.763689,661.28176,0.607921
53033,215.00,2,53,530330215002,7920, , ,7920,u,7,50054,WA,King WA,53,53,Shoreline School District,Shoreline School District,WA- SEATTLE,-122.273182,47.765814,426.494425,0.392079
53033,215.00,3,53,530330215003,5910, , ,5910,u,1, ,WA,King WA,53,53,Northshore School District,Northshore School District, ,-122.266279,47.754455,0,0
53033,215.00,3,53,530330215003,5910, , ,5910,u,1,50054,WA,King WA,53,53,Northshore School District,Northshore School District,WA- SEATTLE,-122.267761,47.760464,322.024831,0.203263
53033,215.00,3,53,530330215003,5910, , ,5910,u,7,50054,WA,King WA,53,53,Northshore School District,Northshore School District,WA- SEATTLE,-122.270384,47.756252,3.231018,0.002039
53033,215.00,3,53,530330215003,7920, , ,7920,u,7, ,WA,King WA,53,53,Shoreline School District,Shoreline School District, ,-122.26969,47.752344,0,0
53033,215.00,3,53,530330215003,7920, , ,7920,u,7,50054,WA,King WA,53,53,Shoreline School District,Shoreline School District,WA- SEATTLE,-122.277391,47.760647,1259.020159,0.794697
53033,215.00,4,53,530330215004,5910, , ,5910,u,7,50054,WA,King WA,53,53,Northshore School District,Northshore School District,WA- SEATTLE,-122.269967,47.770716,59.235337,0.066185
53033,215.00,4,53,530330215004,7920, , ,7920,u,7,50054,WA,King WA,53,53,Shoreline School District,Shoreline School District,WA- SEATTLE,-122.274163,47.771446,835.756752,0.933815
53033,216.00,1,53,530330216001,5910, , ,5910,u,1,50054,WA,King WA,53,53,Northshore School District,Northshore School District,WA- SEATTLE,-122.263054,47.773569,1500.269531,1
53033,216.00,2,53,530330216002,5910, , ,5910,u,1, ,WA,King WA,53,53,Northshore School District,Northshore School District, ,-122.261918,47.755454,0,0
53033,216.00,2,53,530330216002,5910, , ,5910,u,1,50054,WA,King WA,53,53,Northshore School District,Northshore School District,WA- SEATTLE,-122.25683,47.76077,886.37604,1
53033,216.00,3,53,530330216003,5910, , ,5910,u,1,50054,WA,King WA,53,53,Northshore School District,Northshore School District,WA- SEATTLE,-122.253823,47.768543,1395.799937,1
53033,216.00,4,53,530330216004,5910, , ,5910,u,1,50054,WA,King WA,53,53,Northshore School District,Northshore School District,WA- SEATTLE,-122.259968,47.766415,1078.08313,1
53033,217.00,1,53,530330217001,5910, , ,5910,u,1,50054,WA,King WA,53,53,Northshore School District,Northshore School District,WA- SEATTLE,-122.246779,47.767651,1565.966904,1
53033,217.00,2,53,530330217002,5910, , ,5910,u,1,50054,WA,King WA,53,53,Northshore School District,Northshore School District,WA- SEATTLE,-122.228943,47.766195,1848.142509,1
53033,217.00,3,53,530330217003,5910, , ,5910,u,1,50054,WA,King WA,53,53,Northshore School District,Northshore School District,WA- SEATTLE,-122.238286,47.772919,1349.488673,1
53033,217.00,4,53,530330217004,5910, , ,5910,u,1,50054,WA,King WA,53,53,Northshore School District,Northshore School District,WA- SEATTLE,-122.241107,47.760312,1593.969064,1
53033,217.00,5,53,530330217005,5910, , ,5910,u,1,50054,WA,King WA,53,53,Northshore School District,Northshore School District,WA- SEATTLE,-122.230605,47.755494,1914.916889,1
53033,218.02,1,53,530330218021,5910, , ,5910,u,1,50054,WA,King WA,53,53,Northshore School District,Northshore School District,WA- SEATTLE,-122.171457,47.77204,1966.613182,1
53033,218.02,2,53,530330218022,5910, , ,5910,u,1,50054,WA,King WA,53,53,Northshore School District,Northshore School District,WA- SEATTLE,-122.169655,47.762005,2190.630456,1
53033,218.02,3,53,530330218023,5910, , ,5910,u,1,50029,WA,King WA,53,53,Northshore School District,Northshore School District,WA- KIRKLAND,-122.161792,47.76901,1578.890978,0.95133
53033,218.02,3,53,530330218023,5910, , ,5910,u,1,50054,WA,King WA,53,53,Northshore School District,Northshore School District,WA- SEATTLE,-122.165489,47.771468,80.775459,0.04867
53033,218.03,1,53,530330218031,5910, , ,5910,u,1,50054,WA,King WA,53,53,Northshore School District,Northshore School District,WA- SEATTLE,-122.210456,47.771309,1570.274929,1
53033,218.03,2,53,530330218032,5910, , ,5910,u,1,50054,WA,King WA,53,53,Northshore School District,Northshore School District,WA- SEATTLE,-122.216894,47.761867,843.295795,1
53033,218.03,3,53,530330218033,5910, , ,5910,u,1,50054,WA,King WA,53,53,Northshore School District,Northshore School District,WA- SEATTLE,-122.213614,47.755548,1141.626491,1
53033,218.03,4,53,530330218034,5910, , ,5910,u,1,50054,WA,King WA,53,53,Northshore School District,Northshore School District,WA- SEATTLE,-122.217987,47.769186,1127.625412,1
53033,218.04,1,53,530330218041,5910, , ,5910,u,1,50054,WA,King WA,53,53,Northshore School District,Northshore School District,WA- SEATTLE,-122.197254,47.770628,1841.680472,1
53033,218.04,2,53,530330218042,5910, , ,5910,u,1,50054,WA,King WA,53,53,Northshore School District,Northshore School District,WA- SEATTLE,-122.196603,47.760352,1688.745602,1
53033,218.04,3,53,530330218043,5910, , ,5910,u,1,50054,WA,King WA,53,53,Northshore School District,Northshore School District,WA- SEATTLE,-122.203877,47.769239,1180.398712,1
53033,219.03,1,53,530330219031,4230, , ,4230,u,1,50029,WA,King WA,53,53,Lake Washington School District,Lake Washington School District,WA- KIRKLAND,-122.173016,47.716226,2164.782309,1
53033,219.03,2,53,530330219032,4230, , ,4230,u,1,50029,WA,King WA,53,53,Lake Washington School District,Lake Washington School District,WA- KIRKLAND,-122.178675,47.722417,1126.548406,1
53033,219.03,3,53,530330219033,4230, , ,4230,u,1,50029,WA,King WA,53,53,Lake Washington School District,Lake Washington School District,WA- KIRKLAND,-122.183124,47.729327,735.595183,0.960618
53033,219.03,3,53,530330219033,5910, , ,5910,u,1,50029,WA,King WA,53,53,Northshore School District,Northshore School District,WA- KIRKLAND,-122.182843,47.733256,30.156171,0.039381
53033,219.03,4,53,530330219034,4230, , ,4230,u,1,50029,WA,King WA,53,53,Lake Washington School District,Lake Washington School District,WA- KIRKLAND,-122.177896,47.728644,701.130987,1
53033,219.03,5,53,530330219035,4230, , ,4230,u,1,50029,WA,King WA,53,53,Lake Washington School District,Lake Washington School District,WA- KIRKLAND,-122.18471,47.720812,1375.33682,1
53033,219.04,1,53,530330219041,4230, , ,4230,u,1,50029,WA,King WA,53,53,Lake Washington School District,Lake Washington School District,WA- KIRKLAND,-122.16121,47.720593,2092.622899,1
53033,219.04,1,53,530330219041,5910, , ,5910,u,1,50029,WA,King WA,53,53,Northshore School District,Northshore School District,WA- KIRKLAND,-122.151372,47.722576,0,0
53033,219.04,2,53,530330219042,4230, , ,4230,u,1,50029,WA,King WA,53,53,Lake Washington School District,Lake Washington School District,WA- KIRKLAND,-122.17057,47.72049,1022.078812,1
53033,219.04,3,53,530330219043,4230, , ,4230,u,1,50029,WA,King WA,53,53,Lake Washington School District,Lake Washington School District,WA- KIRKLAND,-122.171439,47.728732,1287.022318,1
53033,219.04,4,53,530330219044,4230, , ,4230,u,1,50029,WA,King WA,53,53,Lake Washington School District,Lake Washington School District,WA- KIRKLAND,-122.168642,47.723954,1029.617855,1
53033,219.05,1,53,530330219051,5910, , ,5910,u,1,50054,WA,King WA,53,53,Northshore School District,Northshore School District,WA- SEATTLE,-122.183407,47.747907,1535.810733,1
53033,219.05,2,53,530330219052,4230, , ,4230,u,1,50029,WA,King WA,53,53,Lake Washington School District,Lake Washington School District,WA- KIRKLAND,-122.187032,47.729107,180.937029,0.14841
53033,219.05,2,53,530330219052,5910, , ,5910,u,1,50029,WA,King WA,53,53,Northshore School District,Northshore School District,WA- KIRKLAND,-122.185183,47.736892,483.57575,0.396643
53033,219.05,2,53,530330219052,5910, , ,5910,u,1,50054,WA,King WA,53,53,Northshore School District,Northshore School District,WA- SEATTLE,-122.183459,47.741027,554.658154,0.454947
53033,219.05,3,53,530330219053,5910, , ,5910,u,1,50054,WA,King WA,53,53,Northshore School District,Northshore School District,WA- SEATTLE,-122.177179,47.750614,1587.507027,1
53033,219.05,4,53,530330219054,4230, , ,4230,u,1,50029,WA,King WA,53,53,Lake Washington School District,Lake Washington School District,WA- KIRKLAND,-122.178609,47.732178,290.791653,0.294117
53033,219.05,4,53,530330219054,5910, , ,5910,u,1,50029,WA,King WA,53,53,Northshore School District,Northshore School District,WA- KIRKLAND,-122.179006,47.736494,636.510619,0.643791
53033,219.05,4,53,530330219054,5910, , ,5910,u,1,50054,WA,King WA,53,53,Northshore School District,Northshore School District,WA- SEATTLE,-122.181195,47.738228,61.389349,0.062091
53033,219.06,1,53,530330219061,5910, , ,5910,u,1,50029,WA,King WA,53,53,Northshore School District,Northshore School District,WA- KIRKLAND,-122.169818,47.743753,2040.926605,0.952261
53033,219.06,1,53,530330219061,5910, , ,5910,u,1,50054,WA,King WA,53,53,Northshore School District,Northshore School District,WA- SEATTLE,-122.173738,47.752425,102.315582,0.047739
53033,219.06,2,53,530330219062,4230, , ,4230,u,1,50029,WA,King WA,53,53,Lake Washington School District,Lake Washington School District,WA- KIRKLAND,-122.166073,47.731684,224.017274,0.282609
53033,219.06,2,53,530330219062,5910, , ,5910,u,1,50029,WA,King WA,53,53,Northshore School District,Northshore School District,WA- KIRKLAND,-122.162627,47.734581,568.659233,0.717391
53033,219.06,3,53,530330219063,4230, , ,4230,u,1,50029,WA,King WA,53,53,Lake Washington School District,Lake Washington School District,WA- KIRKLAND,-122.171824,47.732058,445.880535,0.349367
53033,219.06,3,53,530330219063,5910, , ,5910,u,1,50029,WA,King WA,53,53,Northshore School District,Northshore School District,WA- KIRKLAND,-122.172543,47.73419,830.371722,0.650633
53033,220.01,1,53,530330220011,4230, , ,4230,u,1,50029,WA,King WA,53,53,Lake Washington School District,Lake Washington School District,WA- KIRKLAND,-122.188969,47.732886,0,0
53033,220.01,1,53,530330220011,5910, , ,5910,u,1,50029,WA,King WA,53,53,Northshore School District,Northshore School District,WA- KIRKLAND,-122.191132,47.735084,452.342572,0.37037
53033,220.01,1,53,530330220011,5910, , ,5910,u,1,50054,WA,King WA,53,53,Northshore School District,Northshore School District,WA- SEATTLE,-122.19559,47.736203,768.982373,0.62963
53033,220.01,2,53,530330220012,5910, , ,5910,u,1,50054,WA,King WA,53,53,Northshore School District,Northshore School District,WA- SEATTLE,-122.20094,47.747694,2397.415632,1
53033,220.01,3,53,530330220013,5910, , ,5910,u,1,50054,WA,King WA,53,53,Northshore School District,Northshore School District,WA- SEATTLE,-122.194164,47.742687,1484.114439,1
53033,220.03,1,53,530330220031,4230, , ,4230,u,1,50029,WA,King WA,53,53,Lake Washington School District,Lake Washington School District,WA- KIRKLAND,-122.193372,47.729193,1221.324945,0.905028
53033,220.03,1,53,530330220031,4230, , ,4230,u,1,50054,WA,King WA,53,53,Lake Washington School District,Lake Washington School District,WA- SEATTLE,-122.197841,47.729516,128.163729,0.094972
53033,220.03,2,53,530330220032,4230, , ,4230,u,1,50029,WA,King WA,53,53,Lake Washington School District,Lake Washington School District,WA- KIRKLAND,-122.201848,47.721422,1181.475718,1
53033,220.03,3,53,530330220033,4230, , ,4230,u,1,50029,WA,King WA,53,53,Lake Washington School District,Lake Washington School District,WA- KIRKLAND,-122.205353,47.72535,420.032388,0.449827
53033,220.03,3,53,530330220033,4230, , ,4230,u,1,50054,WA,King WA,53,53,Lake Washington School District,Lake Washington School District,WA- SEATTLE,-122.205465,47.72915,513.731921,0.550173
